paper_id,gt_pair,crop,product,category,method,gt_dose,gt_n,gt_ctrl,gt_treat,gt_effect_pct,is_dose_response,match_status,ext_ctrl,ext_treat,ext_effect_pct,scale,scale_error,n_match,dose_match,element,unit,ext_n,ext_dose,effect_diff_pp
090_Kocira_2020_Biochemical and economical effect of app,987,bean,Terra Sorb Complex,PHs,Foliar,1.0,4,0.3162,0.3406,7.7166,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",444,soybean,Fylloton,SWE,Foliar,0.7,4,0.2812,0.3073,9.2817,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",445,soybean,Fylloton,SWE,Foliar,1.0,4,0.2812,0.3078,9.4595,True,matched,2193.0,3196.0,45.7364,0.0001,0.1292,True,False,Number of seeds (per m⁻²),seeds/m²,4,,36.277
"091_Kocira_2018_Modeling biometric traits, yield and nut",446,soybean,Fylloton,SWE,Foliar,0.7,4,0.2812,0.3151,12.0555,True,matched,2193.0,3153.0,43.7756,0.0001,0.1104,True,False,Number of seeds (per m⁻²),seeds/m²,4,,31.7202
"091_Kocira_2018_Modeling biometric traits, yield and nut",447,soybean,Fylloton,SWE,Foliar,1.0,4,0.2812,0.3368,19.7724,True,matched,2193.0,3407.0,55.358,0.0001,0.1159,True,False,Number of seeds (per m⁻²),seeds/m²,4,,35.5856
"091_Kocira_2018_Modeling biometric traits, yield and nut",448,soybean,Fylloton,SWE,Foliar,0.7,4,0.2859,0.3324,16.2644,True,matched,2193.0,3453.0,57.4555,0.0001,0.1359,True,False,Number of seeds (per m⁻²),seeds/m²,4,,41.1911
"091_Kocira_2018_Modeling biometric traits, yield and nut",449,soybean,Fylloton,SWE,Foliar,1.0,4,0.2859,0.3234,13.1165,True,matched,2.88,3.196,10.9722,0.1,0.0095,True,False,Seed yield (t ha⁻¹),t/ha,4,,2.1443
"091_Kocira_2018_Modeling biometric traits, yield and nut",450,soybean,Fylloton,SWE,Foliar,0.7,4,0.2859,0.3152,10.2483,True,matched,2.88,3.153,9.4792,0.1,0.0038,True,False,Seed yield (t ha⁻¹),t/ha,4,,0.7692
"091_Kocira_2018_Modeling biometric traits, yield and nut",451,soybean,Fylloton,SWE,Foliar,1.0,4,0.2859,0.3446,20.5317,True,matched,2.88,3.453,19.8958,0.1,0.0047,True,False,Seed yield (t ha⁻¹),t/ha,4,,0.6358
"091_Kocira_2018_Modeling biometric traits, yield and nut",452,soybean,Fylloton,SWE,Foliar,0.7,4,0.2969,0.3963,33.4793,True,matched,2173.0,3925.0,80.6259,0.0001,0.1388,True,False,Number of seeds (per m⁻²),seeds/m²,4,,47.1466
"091_Kocira_2018_Modeling biometric traits, yield and nut",453,soybean,Fylloton,SWE,Foliar,1.0,4,0.2969,0.3277,10.3739,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",454,soybean,Fylloton,SWE,Foliar,0.7,4,0.2969,0.3156,6.2984,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",455,soybean,Fylloton,SWE,Foliar,1.0,4,0.2969,0.3406,14.7188,True,matched,2.88,3.407,18.2986,0.1,0.0151,True,False,Seed yield (t ha⁻¹),t/ha,4,,3.5799
"091_Kocira_2018_Modeling biometric traits, yield and nut",456,soybean,Fylloton,SWE,Foliar,0.7,4,0.3439,0.4326,25.7924,True,matched,1960.0,4221.0,115.3571,0.0001,0.2272,True,False,Number of seeds (per m⁻²),seeds/m²,4,,89.5648
"091_Kocira_2018_Modeling biometric traits, yield and nut",457,soybean,Fylloton,SWE,Foliar,1.0,4,0.3439,0.4355,26.6356,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",458,soybean,Fylloton,SWE,Foliar,0.7,4,0.3439,0.4299,25.0073,True,matched,3.41,4.221,23.783,0.1,0.0133,True,False,Seed yield (t ha⁻¹),t/ha,4,,1.2243
"091_Kocira_2018_Modeling biometric traits, yield and nut",459,soybean,Fylloton,SWE,Foliar,1.0,4,0.3439,0.4497,30.7648,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",460,soybean,Fylloton,SWE,Foliar,0.7,4,0.3215,0.3307,2.8616,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",461,soybean,Fylloton,SWE,Foliar,1.0,4,0.3215,0.3252,1.1509,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",462,soybean,Fylloton,SWE,Foliar,0.7,4,0.3215,0.3812,18.5692,True,matched,2173.0,3798.0,74.7814,0.0001,0.1639,True,False,Number of seeds (per m⁻²),seeds/m²,4,,56.2122
"091_Kocira_2018_Modeling biometric traits, yield and nut",463,soybean,Fylloton,SWE,Foliar,1.0,4,0.3215,0.392,21.9285,True,matched,3.391,3.925,15.7476,0.1,0.028,True,False,Seed yield (t ha⁻¹),t/ha,4,,6.1809
"091_Kocira_2018_Modeling biometric traits, yield and nut",464,soybean,Fylloton,SWE,Foliar,0.7,4,0.352,0.3762,6.875,True,matched,3.391,3.73,9.9971,0.1,0.0226,True,False,Seed yield (t ha⁻¹),t/ha,4,,3.1221
"091_Kocira_2018_Modeling biometric traits, yield and nut",465,soybean,Fylloton,SWE,Foliar,1.0,4,0.352,0.3583,1.7898,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",466,soybean,Fylloton,SWE,Foliar,0.7,4,0.352,0.3762,6.875,True,matched,3.391,3.798,12.0024,0.1,0.0231,True,False,Seed yield (t ha⁻¹),t/ha,4,,5.1274
"091_Kocira_2018_Modeling biometric traits, yield and nut",467,soybean,Fylloton,SWE,Foliar,1.0,4,0.352,0.4137,17.5284,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",468,soybean,Fylloton,SWE,Foliar,0.7,4,0.3631,0.4186,15.285,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",469,soybean,Fylloton,SWE,Foliar,1.0,4,0.3631,0.406,11.8149,True,matched,1960.0,3867.0,97.2959,0.0001,0.2539,True,False,Number of seeds (per m⁻²),seeds/m²,4,,85.481
"091_Kocira_2018_Modeling biometric traits, yield and nut",470,soybean,Fylloton,SWE,Foliar,0.7,4,0.3631,0.4065,11.9526,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",471,soybean,Fylloton,SWE,Foliar,1.0,4,0.3631,0.4282,17.9289,True,unmatched,,,,,,,,,,,,
"091_Kocira_2018_Modeling biometric traits, yield and nut",472,soybean,Fylloton,SWE,Foliar,0.7,4,0.3168,0.3567,12.5947,True,matched,2173.0,3730.0,71.6521,0.0001,0.1799,True,False,Number of seeds (per m⁻²),seeds/m²,4,,59.0574
"091_Kocira_2018_Modeling biometric traits, yield and nut",473,soybean,Fylloton,SWE,Foliar,1.0,4,0.3168,0.4082,28.851,True,matched,2173.0,4185.0,92.5909,0.0001,0.1697,True,False,Number of seeds (per m⁻²),seeds/m²,4,,63.7399
"091_Kocira_2018_Modeling biometric traits, yield and nut",474,soybean,Fylloton,SWE,Foliar,0.7,4,0.3168,0.4018,26.8308,True,matched,1960.0,4079.0,108.1122,0.0001,0.1982,True,False,Number of seeds (per m⁻²),seeds/m²,4,,81.2814
"091_Kocira_2018_Modeling biometric traits, yield and nut",475,soybean,Fylloton,SWE,Foliar,1.0,4,0.3168,0.4048,27.7778,True,matched,1960.0,4065.0,107.398,0.0001,0.1928,True,False,Number of seeds (per m⁻²),seeds/m²,4,,79.6202
"091_Kocira_2018_Modeling biometric traits, yield and nut",476,soybean,Fylloton,SWE,Foliar,0.7,4,0.3432,0.3849,12.1503,True,matched,3.41,3.867,13.4018,0.1,0.0055,True,False,Seed yield (t ha⁻¹),t/ha,4,,1.2514
"091_Kocira_2018_Modeling biometric traits, yield and nut",477,soybean,Fylloton,SWE,Foliar,1.0,4,0.3432,0.4094,19.289,True,matched,3.41,4.079,19.6188,0.1,0.005,True,False,Seed yield (t ha⁻¹),t/ha,4,,0.3297
"091_Kocira_2018_Modeling biometric traits, yield and nut",478,soybean,Fylloton,SWE,Foliar,0.7,4,0.3432,0.4111,19.7844,True,matched,3.41,4.065,19.2082,0.1,0.0088,True,False,Seed yield (t ha⁻¹),t/ha,4,,0.5762
"091_Kocira_2018_Modeling biometric traits, yield and nut",479,soybean,Fylloton,SWE,Foliar,1.0,4,0.3432,0.4333,26.2529,True,matched,3.391,4.185,23.4149,0.1,0.0231,True,False,Seed yield (t ha⁻¹),t/ha,4,,2.838
094_Kowalska_2021_Effect of Different Forms of Silicon on,1090,wheat,Adesil,Si,Soil,1.0,3,0.388,0.475,22.4227,False,matched,3.88,4.75,22.4227,0.1,0.0,False,False,Yield [t per ha],t/ha,8,10.0,0.0
094_Kowalska_2021_Effect of Different Forms of Silicon on,1091,wheat,Adesil,Si,Foliar,1.0,3,0.388,0.425,9.5361,False,matched,3.88,4.25,9.5361,0.1,0.0,False,False,Yield [t per ha],t/ha,8,10.0,0.0
094_Kowalska_2021_Effect of Different Forms of Silicon on,1092,wheat,ZumSil,Si,Soil,1.0,3,0.388,0.449,15.7216,False,matched,3.88,4.49,15.7216,0.1,0.0,False,False,Yield [t per ha],t/ha,8,0.3,0.0
094_Kowalska_2021_Effect of Different Forms of Silicon on,1093,wheat,ZumSil,Si,Foliar,1.0,3,0.388,0.484,24.7423,False,matched,3.88,4.84,24.7423,0.1,0.0,False,False,Yield [t per ha],t/ha,8,0.3,0.0
095_Kuisma_1989_The effect of foliar application of seaw,683,potato,SM3,SWE,Foliar,0.25,3,3.563,3.84,7.7743,True,unmatched,,,,,,,,,,,,
095_Kuisma_1989_The effect of foliar application of seaw,684,potato,SM3,SWE,Foliar,0.5,3,3.563,3.727,4.6029,True,unmatched,,,,,,,,,,,,
095_Kuisma_1989_The effect of foliar application of seaw,685,potato,SM3,SWE,Foliar,1.0,3,3.563,3.832,7.5498,True,matched,35.63,39.6,11.1423,0.1,0.0167,True,False,ware yield t/ha,t/ha,3,5.0,3.5925
"100_Lola-Luz_2014_Effect on yield, total phenolic, total f",352,broccoli,AlgaeGreen ,SWE,Foliar,0.01,6,5.474,5.486,0.2192,True,no_yield_obs,,,,,,,,,,,,
"100_Lola-Luz_2014_Effect on yield, total phenolic, total f",353,broccoli,AlgaeGreen ,SWE,Foliar,0.1,6,5.474,5.349,-2.2835,True,no_yield_obs,,,,,,,,,,,,
"100_Lola-Luz_2014_Effect on yield, total phenolic, total f",354,broccoli,AlgaeGreen ,SWE,Foliar,1.0,6,5.474,5.853,6.9236,True,no_yield_obs,,,,,,,,,,,,
"100_Lola-Luz_2014_Effect on yield, total phenolic, total f",355,broccoli,AlgaeGreen ,SWE,Foliar,0.01,6,1.67,1.3599999999999999,-18.5629,True,no_yield_obs,,,,,,,,,,,,
"100_Lola-Luz_2014_Effect on yield, total phenolic, total f",356,broccoli,AlgaeGreen ,SWE,Foliar,0.1,6,1.67,1.47,-11.976,True,no_yield_obs,,,,,,,,,,,,
"100_Lola-Luz_2014_Effect on yield, total phenolic, total f",357,broccoli,AlgaeGreen ,SWE,Foliar,1.0,6,1.67,2.19,31.1377,True,no_yield_obs,,,,,,,,,,,,
105_Mattner_2018_Increased growth response of strawberry,441,strawberry,Seasol,SWE,Seed,1.0,3,0.867,1.034,19.2618,False,matched,86.7,103.4,19.2618,0.01,0.0,False,False,Runner yield (runners m⁻¹),runners m⁻¹,16,10.0,0.0
105_Mattner_2018_Increased growth response of strawberry,442,strawberry,Seasol,SWE,Seed,1.0,3,1.445,1.567,8.4429,False,matched,144.5,156.7,8.4429,0.01,0.0,False,False,Runner yield (runners m⁻¹),runners m⁻¹,16,10.0,0.0
105_Mattner_2018_Increased growth response of strawberry,443,strawberry,Seasol,SWE,Soil,1.0,3,0.5028,0.5476,8.9101,False,matched,502.8,547.6,8.9101,0.001,0.0,True,False,Total fruit yield (g plant⁻¹),g plant⁻¹,3,10.0,0.0
106_Matysiak_2018_Herbicides with natural and synthetic bi,435,wheat,Kelpak,SWE,Foliar,1.0,4,0.727,0.654,-10.0413,False,matched,4.49,4.48,-0.2227,0.1,0.3487,True,False,Yield (t·ha-1) 2015,t·ha-1,4,,9.8185
106_Matysiak_2018_Herbicides with natural and synthetic bi,436,wheat,Kelpak,SWE,Foliar,1.0,4,0.727,0.615,-15.4058,False,matched,6.16,5.95,-3.4091,0.1,0.0926,True,False,Yield (t·ha-1) 2014,t·ha-1,4,,11.9967
106_Matysiak_2018_Herbicides with natural and synthetic bi,437,wheat,Kelpak,SWE,Foliar,1.0,4,0.698,0.754,8.0229,False,matched,6.16,7.54,22.4026,0.1,0.0587,True,False,Yield (t·ha-1) 2014,t·ha-1,4,,14.3797
106_Matysiak_2018_Herbicides with natural and synthetic bi,438,wheat,Kelpak,SWE,Foliar,1.0,4,0.698,0.723,3.5817,False,matched,6.16,7.23,17.3701,0.1,0.0587,True,False,Yield (t·ha-1) 2014,t·ha-1,4,,13.7885
106_Matysiak_2018_Herbicides with natural and synthetic bi,439,wheat,Kelpak,SWE,Foliar,1.0,4,0.674,0.717,6.3798,False,matched,6.16,7.17,16.3961,0.1,0.043,True,False,Yield (t·ha-1) 2014,t·ha-1,4,,10.0163
106_Matysiak_2018_Herbicides with natural and synthetic bi,440,wheat,Kelpak,SWE,Foliar,1.0,4,0.674,0.634,-5.9347,False,matched,6.16,6.15,-0.1623,0.1,0.058,True,False,Yield (t·ha-1) 2014,t·ha-1,4,,5.7724
110_Michalak_2016_Evaluation of supercritical extracts of,509,wheat,,SWE,Foliar,1.0,4,0.945,0.948,0.3175,False,matched,9.45,9.48,0.3175,0.1,0.0,True,True,"Grain yield, t/ha",t/ha,4,1.0,0.0
110_Michalak_2016_Evaluation of supercritical extracts of,510,wheat,,SWE,Foliar,1.0,4,0.945,0.943,-0.2116,False,matched,9.45,9.43,-0.2116,0.1,0.0,True,True,"Grain yield, t/ha",t/ha,4,1.0,0.0
110_Michalak_2016_Evaluation of supercritical extracts of,511,wheat,,SWE,Foliar,1.0,4,0.945,0.9499,0.5185,False,matched,9.45,9.5,0.5291,0.1,0.0001,True,True,"Grain yield, t/ha",t/ha,4,1.8,0.0106
110_Michalak_2016_Evaluation of supercritical extracts of,512,wheat,,SWE,Foliar,1.0,4,0.945,0.96,1.5873,False,matched,9.45,9.6,1.5873,0.1,0.0,True,True,"Grain yield, t/ha",t/ha,4,1.5,0.0
110_Michalak_2016_Evaluation of supercritical extracts of,513,wheat,,SWE,Foliar,1.0,4,0.945,0.955,1.0582,False,matched,8.68,8.73,0.576,0.1,0.0837,True,True,Length of ear (cm),cm,4,1.0,0.4822
111_Mondal_2013_Foliar application of chitosan improves,745,maize,,Chi,Foliar,0.4,3,0.51,0.464,-9.0196,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,746,maize,,Chi,Foliar,0.6,3,0.51,0.559,9.6078,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,747,maize,,Chi,Foliar,0.8,3,0.51,0.632,23.9216,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,748,maize,,Chi,Foliar,1.0,3,0.51,0.595,16.6667,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,749,maize,,Chi,Foliar,0.4,3,0.605,0.657,8.595,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,750,maize,,Chi,Foliar,0.6,3,0.605,0.675,11.5702,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,751,maize,,Chi,Foliar,0.8,3,0.605,0.724,19.6694,True,unmatched,,,,,,,,,,,,
111_Mondal_2013_Foliar application of chitosan improves,752,maize,,Chi,Foliar,1.0,3,0.605,0.763,26.1157,True,unmatched,,,,,,,,,,,,
120_Pohl_2019_The Eggplant Yield and Fruit Composition,17,eggplant,Göemar BM-86,SWE,Foliar,1.0,3,4.59,4.18,-8.9325,False,matched,4.5,4.8,6.6667,1,0.084,True,False,marketable yield (kg m-2),kg/m2,3,,15.5991
120_Pohl_2019_The Eggplant Yield and Fruit Composition,18,eggplant,Göemar BM-87,SWE,Foliar,1.0,3,3.61,3.93,8.8643,False,matched,3.5,3.8,8.5714,1,0.0318,True,False,marketable yield (kg m-2),kg/m2,3,,0.2928
120_Pohl_2019_The Eggplant Yield and Fruit Composition,19,eggplant,Göemar BM-88,SWE,Foliar,1.0,3,2.54,3.26,28.3465,False,matched,2.5,2.8,12.0,1,0.0784,True,False,marketable yield (kg m-2),kg/m2,3,,16.3465
120_Pohl_2019_The Eggplant Yield and Fruit Composition,20,eggplant,Göemar BM-89,SWE,Foliar,1.0,3,2.54,3.38,33.0709,False,unmatched,,,,,,,,,,,,
120_Pohl_2019_The Eggplant Yield and Fruit Composition,21,eggplant,Göemar BM-90,SWE,Foliar,1.0,3,3.67,4.04,10.0817,False,matched,3.6,4.2,16.6667,1,0.0293,True,False,marketable yield (kg m-2),kg/m2,3,,6.5849
120_Pohl_2019_The Eggplant Yield and Fruit Composition,22,eggplant,Göemar BM-91,SWE,Foliar,1.0,3,3.11,3.81,22.508,False,matched,3.2,3.8,18.75,1,0.0158,True,False,marketable yield (kg m-2),kg/m2,3,,3.758
120_Pohl_2019_The Eggplant Yield and Fruit Composition,23,eggplant,Göemar BM-92,SWE,Foliar,1.0,3,3.14,3.2,1.9108,False,matched,2.8,3.2,14.2857,1,0.0541,True,False,marketable yield (kg m-2),kg/m2,3,,12.3749
120_Pohl_2019_The Eggplant Yield and Fruit Composition,24,eggplant,Göemar BM-93,SWE,Foliar,1.0,3,2.68,3.72,38.806,False,matched,3.2,3.9,21.875,1,0.1212,True,False,marketable yield (kg m-2),kg/m2,3,,16.931
120_Pohl_2019_The Eggplant Yield and Fruit Composition,25,eggplant,Göemar BM-94,SWE,Foliar,1.0,3,1.6,2.51,56.875,False,matched,1.3,1.8,38.4615,1,0.2352,True,False,early yield (kg m-2),kg/m2,3,,18.4135
120_Pohl_2019_The Eggplant Yield and Fruit Composition,26,eggplant,Göemar BM-95,SWE,Foliar,1.0,3,1.84,2.29,24.4565,False,matched,1.2,1.6,33.3333,1,0.3246,True,False,early yield (kg m-2),kg/m2,3,,8.8768
120_Pohl_2019_The Eggplant Yield and Fruit Composition,27,eggplant,Göemar BM-96,SWE,Foliar,1.0,3,2.49,2.57,3.2129,False,matched,2.4,2.6,8.3333,1,0.0239,True,False,marketable yield (kg m-2),kg/m2,3,,5.1205
120_Pohl_2019_The Eggplant Yield and Fruit Composition,28,eggplant,Göemar BM-97,SWE,Foliar,1.0,3,2.27,2.98,31.2775,False,unmatched,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",216,grape, BioHumusSol,HFA,Foliar,0.6,3,0.8610559999999999,0.923552,7.2581,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",217,grape, BioHumusSol,HFA,Foliar,0.8,3,0.8610559999999999,1.11104,29.0323,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",218,grape, BioHumusSol,HFA,Foliar,1.0,3,0.8610559999999999,1.1249280000000002,30.6452,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",219,grape, BioHumusSol,HFA,Foliar,0.6,3,0.743008,0.784672,5.6075,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",220,grape, BioHumusSol,HFA,Foliar,0.8,3,0.743008,0.97216,30.8411,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",221,grape, BioHumusSol,HFA,Foliar,1.0,3,0.743008,1.013824,36.4486,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",222,grape, BioHumusSol,HFA,Foliar,0.6,3,0.8714719999999999,0.9374399999999999,7.5697,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",223,grape, BioHumusSol,HFA,Foliar,0.8,3,0.8714719999999999,1.09368,25.498,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",224,grape, BioHumusSol,HFA,Foliar,1.0,3,0.8714719999999999,1.149232,31.8725,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",225,grape, BioHumusSol,HFA,Foliar,0.6,3,0.76384,0.819392,7.2727,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",226,grape, BioHumusSol,HFA,Foliar,0.8,3,0.76384,0.9409120000000001,23.1818,True,no_yield_obs,,,,,,,,,,,,
"121_Popescu_2018_Yield, berry quality and physiological r",227,grape, BioHumusSol,HFA,Foliar,1.0,3,0.76384,1.00688,31.8182,True,no_yield_obs,,,,,,,,,,,,
124_Pramanick_2016_Effect of seaweed saps derived from two,841,blackgram,,SWE,Foliar,0.17,3,0.0895,0.11159999999999999,24.6927,True,matched,910.3,1090.3,19.7737,0.0001,0.0201,True,False,Seed yield,kg ha-1,3,,4.919
124_Pramanick_2016_Effect of seaweed saps derived from two,842,blackgram,,SWE,Foliar,0.33,3,0.0895,0.11320000000000001,26.4804,True,matched,910.3,1158.6,27.2767,0.0001,0.0203,True,False,Seed yield,kg ha-1,3,,0.7963
124_Pramanick_2016_Effect of seaweed saps derived from two,843,blackgram,,SWE,Foliar,0.67,3,0.0895,0.1286,43.6872,True,matched,910.3,1265.0,38.9652,0.0001,0.0167,True,False,Seed yield,kg ha-1,3,,4.722
124_Pramanick_2016_Effect of seaweed saps derived from two,844,blackgram,,SWE,Foliar,1.0,3,0.0895,0.1352,51.0615,True,matched,910.3,1036.5,13.8636,0.0001,0.1252,True,False,Seed yield,kg ha-1,3,,37.1979
124_Pramanick_2016_Effect of seaweed saps derived from two,845,blackgram,,SWE,Foliar,0.17,3,0.0895,0.1097,22.5698,True,matched,910.3,1101.7,21.026,0.0001,0.0107,True,False,Seed yield,kg ha-1,3,,1.5438
124_Pramanick_2016_Effect of seaweed saps derived from two,846,blackgram,,SWE,Foliar,0.33,3,0.0895,0.1115,24.581,True,matched,910.3,1103.0,21.1688,0.0001,0.0139,True,False,Seed yield,kg ha-1,3,,3.4122
124_Pramanick_2016_Effect of seaweed saps derived from two,847,blackgram,,SWE,Foliar,0.67,3,0.0895,0.12090000000000001,35.0838,True,matched,910.3,1216.1,33.5933,0.0001,0.0115,True,False,Seed yield,kg ha-1,3,,1.4905
124_Pramanick_2016_Effect of seaweed saps derived from two,848,blackgram,,SWE,Foliar,1.0,3,0.0895,0.13169999999999998,47.1508,True,matched,910.3,1085.6,19.2574,0.0001,0.0964,True,False,Seed yield,kg ha-1,3,,27.8935
125_Procházka_2015_The possibilities of increasing the prod,527,soybean,Lexin ,HFA,Seed,1.0,3,0.251,0.271,7.9681,False,matched,2850.0,3180.0,11.5789,0.0001,0.1544,False,False,Yield,kg/ha,9,,3.6108
125_Procházka_2015_The possibilities of increasing the prod,528,soybean,Lignohumate B,HFA,Seed,1.0,3,0.251,0.29,15.5378,False,matched,2850.0,3080.0,8.0702,0.0001,0.0988,False,False,Yield,kg/ha,9,,7.4677
125_Procházka_2015_The possibilities of increasing the prod,529,soybean,Lexin ,HFA,Seed,1.0,3,0.33399999999999996,0.33199999999999996,-0.5988,False,matched,2850.0,3290.0,15.4386,0.0001,0.0779,False,False,Yield,kg/ha,9,,16.0374
125_Procházka_2015_The possibilities of increasing the prod,530,soybean,Lignohumate B,HFA,Seed,1.0,3,0.33399999999999996,0.375,12.2754,False,matched,38.1,41.5,8.9239,0.01,0.1237,False,False,Stand density before harvest,plants/m2,9,,3.3516
125_Procházka_2015_The possibilities of increasing the prod,531,soybean,Lexin ,HFA,Seed,1.0,3,0.271,0.267,-1.476,False,unmatched,,,,,,,,,,,,
125_Procházka_2015_The possibilities of increasing the prod,532,soybean,Lignohumate B,HFA,Seed,1.0,3,0.271,0.29,7.0111,False,matched,2850.0,2900.0,1.7544,0.0001,0.0258,False,False,Yield,kg/ha,9,,5.2567
126_Prokkola_2007_Effect of biological sprays on the incid,686,strawberry,Biolan,SWE,Foliar,1.0,6,0.281,0.287,2.1352,False,matched,281.0,287.0,2.1352,0.001,0.0,False,False,Marketable yield (g/plant),g/plant,4,,0.0
126_Prokkola_2007_Effect of biological sprays on the incid,687,strawberry,Kekkila Oy,Si,Foliar,1.0,6,0.281,0.291,3.5587,False,matched,281.0,291.0,3.5587,0.001,0.0,False,False,Marketable yield (g/plant),g/plant,4,,0.0
126_Prokkola_2007_Effect of biological sprays on the incid,688,strawberry,Garlic extract,PE,Foliar,1.0,6,0.281,0.263,-6.4057,False,matched,281.0,264.0,-6.0498,0.001,0.0019,False,False,Marketable yield (g/plant),g/plant,4,,0.3559
126_Prokkola_2007_Effect of biological sprays on the incid,689,strawberry,Biolan,SWE,Foliar,1.0,6,0.384,0.423,10.1562,False,matched,394.0,430.0,9.1371,0.001,0.0213,True,False,Marketable yield (g/yielding plant),g/yielding plant,6,,1.0192
126_Prokkola_2007_Effect of biological sprays on the incid,690,strawberry,Kekkila Oy,Si,Foliar,1.0,6,0.384,0.415,8.0729,False,matched,496.0,542.0,9.2742,0.001,0.2988,True,False,Total yield (g/yielding plant),g/yielding plant,6,,1.2013
126_Prokkola_2007_Effect of biological sprays on the incid,691,strawberry,Garlic extract,PE,Foliar,1.0,6,0.384,0.385,0.2604,False,matched,332.0,341.0,2.7108,0.001,0.1249,False,False,Total yield (g/plant),g/plant,4,,2.4504
127_Radkowski_2018_Influence of foliar fertilization with a,426,timothy,Microfert,PHs,Foliar,0.4,4,0.0994,0.1003,0.9054,True,matched,994.0,1003.0,0.9054,0.0001,0.0,True,False,seed yield (kg/ha) for 2015,kg/ha,4,1.8,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,427,timothy,Microfert,PHs,Foliar,0.67,4,0.0994,0.1071,7.7465,True,matched,994.0,1071.0,7.7465,0.0001,0.0,True,False,seed yield (kg/ha) for 2015,kg/ha,4,3.0,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,428,timothy,Microfert,PHs,Foliar,1.0,4,0.0994,0.11320000000000001,13.8833,True,matched,994.0,1132.0,13.8833,0.0001,0.0,True,False,seed yield (kg/ha) for 2015,kg/ha,4,4.5,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,429,timothy,Microfert,PHs,Foliar,0.4,4,0.082,0.0875,6.7073,True,matched,820.0,875.0,6.7073,0.0001,0.0,True,False,seed yield (kg/ha) for 2016,kg/ha,4,1.8,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,430,timothy,Microfert,PHs,Foliar,0.67,4,0.082,0.0942,14.878,True,matched,820.0,942.0,14.878,0.0001,0.0,True,False,seed yield (kg/ha) for 2016,kg/ha,4,3.0,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,431,timothy,Microfert,PHs,Foliar,1.0,4,0.082,0.0948,15.6098,True,matched,820.0,948.0,15.6098,0.0001,0.0,True,False,seed yield (kg/ha) for 2016,kg/ha,4,4.5,0.0
127_Radkowski_2018_Influence of foliar fertilization with a,432,timothy,Microfert,PHs,Foliar,0.4,4,0.0809,0.0838,3.5847,True,matched,809.0,838.0,3.5847,0.0001,0.0,True,False,seed yield (kg/ha) for 2017,kg/ha,4,1.8,0.0
