all_agree_true_count,claim_disagreement_count,claim_disagreement_type,claim_key,claim_source,claude_dir,claude_dir_set,consensus_confidence,consensus_data_source,consensus_effect_pct,consensus_notes,consensus_support,construct_drift_count,construct_drift_flags,cross_model_direction_agreement,cross_model_direction_set,cross_model_support_n,drift_arm_mismatch,drift_concentration_vs_content,drift_figure_only_target,drift_pooled_vs_subgroup_mismatch,drift_timepoint_mismatch,drift_tissue_mismatch,element,element_mismatch_flag,gemini_dir,gemini_dir_set,has_factorial_structure,has_n,has_tc_confusion,has_variance,high_disagreement_flag,is_control_paper,kimi_dir,kimi_dir_set,pairwise_all_agree_rate_claim,pairwise_claim_available,pairwise_element,pairwise_relaxed_claude_dir_set,pairwise_relaxed_gemini_dir_set,pairwise_relaxed_kimi_dir_set,pairwise_relaxed_row_count,pairwise_relaxed_support_n,pairwise_relaxed_tissues,pairwise_row_count,pairwise_tissue,paper_agreement_fraction,paper_direction_agreement_rate,paper_id,paper_pairwise_all_agree_rate,paper_recon_warning_count,paper_recon_warnings,paper_root_cause,paper_root_cause_confidence,paper_root_cause_note,report_figure_digitization_limit,report_no_concentration_data,report_overall_partial,report_status_skip,report_treatment_arm_confusion,report_wrong_tissue,report_zero_match,risk_flag_count,risk_flags,swap_risk_flag,tissue,warning_averaging_risk,warning_factorial_risk,warning_figure_only_risk,warning_multi_condition_risk,warning_sparse_recon_risk,warning_tc_confusion_risk,warning_timepoint_risk
,1,claude_only,010_Li_2010::Si::grain,disagreement_only,,,medium,Figure 2,,"Negative trend (~-12% decrease), not significant",0,1,"[""figure_only_target""]",,[],0,False,False,True,False,False,False,Si,False,,,True,True,True,False,False,False,,,,,,,,,,,,,,0.0,,010_Li_2010,0.0,5,"[""Three CO2 treatments: CONTROL (ambient, no equipment), AMBIENT (ambient + equipment), FACE (elevated + equipment) - only AMBIENT vs FACE used in analysis"", ""Data pooled across 3 years (2004-2006) which could introduce temporal variance not captured in reported statistics"", ""Mineral data reported as relative percentage changes rather than absolute values"", ""Some minerals show positive effects (K, Pb, Mo) which is unusual and should be verified against expected dilution pattern"", ""Sample preparation differs between analyses - wholemeal flour for minerals vs refined flour for proteins""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,False,False,6,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
1,0,,015_Pleijel_2009::Zn::grain,consensus_observation,decrease,"[""decrease""]",high,Table 1,-6.0606060606060606,Models agree (diff=0.0%),2,0,[],True,"[""decrease""]",3,False,False,False,False,False,False,Zn,False,decrease,"[""decrease""]",True,True,True,False,False,False,decrease,"[""decrease""]",1.0,True,Zn,"[""decrease""]","[""decrease""]","[""decrease""]",1,3,"[""grain""]",1,grain,1.0,1.0,015_Pleijel_2009,1.0,6,"[""This paper uses relative treatment effects rather than absolute values - control is always normalized to reference value"", ""Multiple experiments with different CO2 levels combined - need to extract by individual experiment"", ""Contains ozone treatments that are NOT CO2 treatments - only extract CO2+ vs OTC control comparisons"", ""Irrigation treatments (H, CO2+H) may confound CO2 effects"", ""Paper focuses on yield dilution concept rather than direct mineral concentration reporting"", ""Some experiments have factorial designs with CO2 x O3 interactions""]",,,,False,False,False,False,False,False,False,3,"[""factorial_structure"", ""missing_variance"", ""tc_confusion""]",False,grain,False,True,False,False,False,True,False
0,0,,019_Baxter_1994::Ca::whole,consensus_observation,increase,"[""increase""]",high,Table 1,-45.22924411400248,Models agree (diff=0.0%),2,2,"[""concentration_vs_content"", ""figure_only_target""]",True,"[""increase""]",2,False,True,True,False,False,False,Ca,False,,[],True,True,True,True,False,False,increase,"[""increase""]",0.0,True,Ca,"[""increase"", ""no-change""]",[],"[""increase""]",4,2,"[""leaf"", ""leaf sheath"", ""root"", ""whole""]",1,whole,1.0,1.0,019_Baxter_1994,0.0,5,"[""Data is expressed on STRUCTURAL dry weight basis after subtracting non-structural carbohydrate content - this is unusual"", ""Different harvest times for different species (A.capillaris: 43d, P.alpina: 56&105d, F.vivipara: 65&189d)"", ""A.capillaris data only available for one harvest (43d) due to sample loss"", ""Some species showed positive growth responses while F.vivipara showed negative responses - verify extraction carefully"", ""CHO:N ratios shown in Figure 6 are NOT mineral concentrations""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,True,False,True,False,False,True,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_figure_only_risk""]",False,whole plant,False,True,True,False,False,True,False
0,0,,019_Baxter_1994::K::whole,consensus_observation,increase,"[""increase""]",high,Table 1,-37.83908958581447,Models agree (diff=0.0%),2,2,"[""concentration_vs_content"", ""figure_only_target""]",True,"[""increase""]",2,False,True,True,False,False,False,K,False,,[],True,True,True,True,False,False,increase,"[""increase""]",0.0,True,K,"[""increase"", ""no-change""]",[],"[""increase""]",4,2,"[""leaf"", ""leaf sheath"", ""root"", ""whole""]",1,whole,1.0,1.0,019_Baxter_1994,0.0,5,"[""Data is expressed on STRUCTURAL dry weight basis after subtracting non-structural carbohydrate content - this is unusual"", ""Different harvest times for different species (A.capillaris: 43d, P.alpina: 56&105d, F.vivipara: 65&189d)"", ""A.capillaris data only available for one harvest (43d) due to sample loss"", ""Some species showed positive growth responses while F.vivipara showed negative responses - verify extraction carefully"", ""CHO:N ratios shown in Figure 6 are NOT mineral concentrations""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,True,False,True,False,False,True,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_figure_only_risk""]",False,whole plant,False,True,True,False,False,True,False
0,0,,019_Baxter_1994::Mg::whole,consensus_observation,increase,"[""increase""]",high,Table 1,-37.02468312208139,Models agree (diff=0.0%),2,2,"[""concentration_vs_content"", ""figure_only_target""]",True,"[""increase""]",2,False,True,True,False,False,False,Mg,False,,[],True,True,True,True,False,False,increase,"[""increase""]",0.0,True,Mg,"[""increase"", ""no-change""]",[],"[""increase""]",4,2,"[""leaf"", ""leaf sheath"", ""root"", ""whole""]",1,whole,1.0,1.0,019_Baxter_1994,0.0,5,"[""Data is expressed on STRUCTURAL dry weight basis after subtracting non-structural carbohydrate content - this is unusual"", ""Different harvest times for different species (A.capillaris: 43d, P.alpina: 56&105d, F.vivipara: 65&189d)"", ""A.capillaris data only available for one harvest (43d) due to sample loss"", ""Some species showed positive growth responses while F.vivipara showed negative responses - verify extraction carefully"", ""CHO:N ratios shown in Figure 6 are NOT mineral concentrations""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,True,False,True,False,False,True,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_figure_only_risk""]",False,whole plant,False,True,True,False,False,True,False
0,0,,019_Baxter_1994::N::whole,consensus_observation,increase,"[""increase""]",high,Table 1,-72.83120008751777,Models agree (diff=0.0%),2,2,"[""concentration_vs_content"", ""figure_only_target""]",True,"[""increase""]",2,False,True,True,False,False,False,N,False,,[],True,True,True,True,False,False,increase,"[""increase""]",0.0,True,N,"[""decrease"", ""increase"", ""no-change""]",[],"[""increase""]",4,2,"[""leaf"", ""leaf sheath"", ""root"", ""whole""]",1,whole,1.0,1.0,019_Baxter_1994,0.0,5,"[""Data is expressed on STRUCTURAL dry weight basis after subtracting non-structural carbohydrate content - this is unusual"", ""Different harvest times for different species (A.capillaris: 43d, P.alpina: 56&105d, F.vivipara: 65&189d)"", ""A.capillaris data only available for one harvest (43d) due to sample loss"", ""Some species showed positive growth responses while F.vivipara showed negative responses - verify extraction carefully"", ""CHO:N ratios shown in Figure 6 are NOT mineral concentrations""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,True,False,True,False,False,True,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_figure_only_risk""]",False,whole plant,False,True,True,False,False,True,False
0,0,,019_Baxter_1994::P::whole,consensus_observation,increase,"[""increase""]",high,Table 1,-47.96387017758725,Models agree (diff=0.0%),2,2,"[""concentration_vs_content"", ""figure_only_target""]",True,"[""increase""]",2,False,True,True,False,False,False,P,False,,[],True,True,True,True,False,False,increase,"[""increase""]",0.0,True,P,"[""decrease"", ""increase"", ""no-change""]",[],"[""increase""]",4,2,"[""leaf"", ""leaf sheath"", ""root"", ""whole""]",1,whole,1.0,1.0,019_Baxter_1994,0.0,5,"[""Data is expressed on STRUCTURAL dry weight basis after subtracting non-structural carbohydrate content - this is unusual"", ""Different harvest times for different species (A.capillaris: 43d, P.alpina: 56&105d, F.vivipara: 65&189d)"", ""A.capillaris data only available for one harvest (43d) due to sample loss"", ""Some species showed positive growth responses while F.vivipara showed negative responses - verify extraction carefully"", ""CHO:N ratios shown in Figure 6 are NOT mineral concentrations""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,True,False,True,False,False,True,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_figure_only_risk""]",False,whole plant,False,True,True,False,False,True,False
,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::Ca::blade,disagreement_only,,,high,Table 1,1.3937282229965169,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",,[],0,False,False,True,False,True,True,Ca,False,,,True,True,True,False,False,False,,,,,,"[""increase""]","[""increase""]","[""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",,,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,blade,False,True,False,False,False,True,True
0,6,claude_only;claude_only;claude_only;claude_only;claude_only;claude_only,026_Seneweera_1997::Ca::leaf,disagreement_only,increase,"[""increase""]",high,Table 1,1.3937282229965169,Foliage Ca concentration in blades at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""increase""]",2,False,False,True,False,True,True,Ca,False,,[],True,True,True,False,False,False,increase,"[""increase""]",0.0,True,Ca,"[""increase""]","[""increase""]","[""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,leaf,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,leaf,False,True,False,False,False,True,True
0,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::Ca::sheath,disagreement_only,,[],high,Table 1,1.3937282229965169,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""increase""]",1,False,False,True,False,True,True,Ca,False,,[],True,True,True,False,False,False,increase,"[""increase""]",0.0,True,Ca,"[""increase""]","[""increase""]","[""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,sheath,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,sheath,False,True,False,False,False,True,True
,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::N::blade,disagreement_only,,,high,Table 1,-6.8807339449541285,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",,[],0,False,False,True,False,True,True,N,False,,,True,True,True,False,False,False,,,,,,"[""decrease""]","[""decrease""]","[""decrease""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",,,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,blade,False,True,False,False,False,True,True
1,0,,026_Seneweera_1997::N::grain,consensus_observation,decrease,"[""decrease""]",high,Table 2,0.0,Models agree (diff=0.0%),2,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""decrease""]",3,False,False,True,False,True,True,N,False,decrease,"[""decrease""]",True,True,True,True,False,False,decrease,"[""decrease""]",1.0,True,N,"[""decrease""]","[""decrease""]","[""decrease""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,grain,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_timepoint_risk""]",False,grain,False,True,False,False,False,True,True
0,6,claude_only;claude_only;claude_only;claude_only;claude_only;claude_only,026_Seneweera_1997::N::leaf,disagreement_only,decrease,"[""decrease""]",high,Table 1,-6.8807339449541285,Foliage N concentration in blades at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""decrease""]",2,False,False,True,False,True,True,N,False,,[],True,True,True,False,False,False,decrease,"[""decrease""]",0.0,True,N,"[""decrease""]","[""decrease""]","[""decrease""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,leaf,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,leaf,False,True,False,False,False,True,True
0,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::N::sheath,disagreement_only,,[],high,Table 1,28.244274809160313,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""decrease""]",1,False,False,True,False,True,True,N,False,,[],True,True,True,False,False,False,decrease,"[""decrease""]",0.0,True,N,"[""decrease""]","[""decrease""]","[""decrease""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,sheath,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,sheath,False,True,False,False,False,True,True
,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::P::blade,disagreement_only,,,high,Table 1,11.111111111111107,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",,[],0,False,False,True,False,True,True,P,False,,,True,True,True,False,False,False,,,,,,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",,,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,blade,False,True,False,False,False,True,True
1,0,,026_Seneweera_1997::P::grain,consensus_observation,decrease,"[""decrease""]",high,Table 2,3.225806451612894,Models agree (diff=0.0%),2,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""decrease""]",3,False,False,True,False,True,True,P,False,decrease,"[""decrease""]",True,True,True,True,False,False,decrease,"[""decrease""]",1.0,True,P,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,grain,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,4,"[""factorial_structure"", ""paper_extraction_coverage_known"", ""tc_confusion"", ""warning_timepoint_risk""]",False,grain,False,True,False,False,False,True,True
0,6,claude_only;claude_only;claude_only;claude_only;claude_only;claude_only,026_Seneweera_1997::P::leaf,disagreement_only,increase,"[""increase""]",high,Table 1,11.111111111111107,Foliage P concentration in blades at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""increase""]",2,False,False,True,False,True,True,P,False,,[],True,True,True,False,False,False,increase,"[""increase""]",0.0,True,P,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,leaf,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,leaf,False,True,False,False,False,True,True
0,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::P::sheath,disagreement_only,,[],high,Table 1,66.66666666666667,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""increase""]",1,False,False,True,False,True,True,P,False,,[],True,True,True,False,False,False,increase,"[""increase""]",0.0,True,P,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,sheath,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,sheath,False,True,False,False,False,True,True
,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::Zn::blade,disagreement_only,,,high,Table 1,-12.345679012345679,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",,[],0,False,False,True,False,True,True,Zn,False,,,True,True,True,False,False,False,,,,,,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",,,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,blade,False,True,False,False,False,True,True
0,6,claude_only;claude_only;claude_only;claude_only;claude_only;claude_only,026_Seneweera_1997::Zn::leaf,disagreement_only,decrease,"[""decrease""]",high,Table 1,-12.345679012345679,Foliage Zn concentration in blades at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""decrease""]",2,False,False,True,False,True,True,Zn,False,,[],True,True,True,False,False,False,decrease,"[""decrease""]",0.0,True,Zn,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,leaf,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,leaf,False,True,False,False,False,True,True
0,6,kimi_only;kimi_only;kimi_only;kimi_only;kimi_only;kimi_only,026_Seneweera_1997::Zn::sheath,disagreement_only,,[],high,Table 1,45.0,Foliage data at maximum tillering stage,0,3,"[""figure_only_target"", ""timepoint_mismatch"", ""tissue_mismatch""]",True,"[""increase""]",1,False,False,True,False,True,True,Zn,False,,[],True,True,True,False,False,False,increase,"[""increase""]",0.0,True,Zn,"[""decrease"", ""increase""]","[""decrease"", ""increase""]","[""decrease"", ""increase""]",6,3,"[""blades"", ""grain"", ""leaf"", ""sheath"", ""sheaths"", ""whole""]",1,sheath,0.2,1.0,026_Seneweera_1997,0.08,5,"[""Multiple phosphorus levels create factorial design - ensure correct pairing of CO2 and P treatments"", ""Two different harvest times (56 DAP and final harvest) - verify which data comes from which timepoint"", ""Some mineral data is from grain (brown rice), some from foliage (blades/sheaths) - distinguish carefully"", ""Table 1 shows concentration ranges that vary dramatically with P level - ensure proper treatment identification"", ""Critical P concentration calculations may confuse treatment effects""]",extraction_coverage_limitation,high,Inferred from per-paper report: skip / figure-only / non-tabular target data.,True,False,False,False,False,True,False,7,"[""disagreement_present"", ""factorial_structure"", ""missing_variance"", ""paper_extraction_coverage_known"", ""partial_model_support"", ""tc_confusion"", ""warning_timepoint_risk""]",False,sheath,False,True,False,False,False,True,True
0,0,,034_Johnson_1997::B::leaf,consensus_observation,decrease,"[""decrease""]",high,Table 3,-4.0,Models agree (diff=0.0%),2,0,[],True,"[""decrease""]",2,False,False,False,False,False,False,B,False,,[],False,False,False,False,False,False,decrease,"[""decrease""]",0.0,True,B,"[""decrease"", ""no-change""]",[],"[""decrease"", ""no-change""]",4,2,"[""leaf"", ""litter"", ""whole""]",1,leaf,0.5909,1.0,034_Johnson_1997,0.0,1,"[""Recon error: 'list' object has no attribute 'get'""]",,,,False,False,False,False,False,False,False,2,"[""missing_variance"", ""warning_sparse_recon_risk""]",False,leaf,False,False,False,False,True,False,False
