row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
003_Baslam_2012__ai__0,ai,003_Baslam_2012,mineral_concentration,na,p,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.5455,,Table 2,0,element='P'->p | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__43,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0303,,Table 2,0,element='Zn'->zn | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__44,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.2826,,Table 2,0,element='Zn'->zn | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__45,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.2188,,Table 2,0,element='Zn'->zn | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__46,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0833,,Table 2,0,element='Zn'->zn | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__47,ai,003_Baslam_2012,mineral_concentration,na,zn,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.2727,,Table 2,0,element='Zn'->zn | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__48,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,4.1071,,Table 2,0,element='Fe'->fe | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__49,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.7709,,Table 2,0,element='Fe'->fe | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__50,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.071,,Table 2,0,element='Fe'->fe | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__51,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,7.7742,,Table 2,0,element='Fe'->fe | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__52,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,1.3333,,Table 2,0,element='Fe'->fe | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__53,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,9.0465,,Table 2,0,element='Fe'->fe | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__54,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0192,,Table 2,0,element='Fe'->fe | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__55,ai,003_Baslam_2012,mineral_concentration,na,fe,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.4839,,Table 2,0,element='Fe'->fe | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__56,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.2283,,Table 2,0,element='Mn'->mn | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__57,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.4,,Table 2,0,element='Mn'->mn | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__58,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.5204,,Table 2,0,element='Mn'->mn | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__59,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.2188,,Table 2,0,element='Mn'->mn | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__60,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.2125,,Table 2,0,element='Mn'->mn | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__61,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.3802,,Table 2,0,element='Mn'->mn | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__62,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.9439,,Table 2,0,element='Mn'->mn | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__63,ai,003_Baslam_2012,mineral_concentration,na,mn,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.6486,,Table 2,0,element='Mn'->mn | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__64,ai,003_Baslam_2012,mineral_concentration,na,cu,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.4286,,Table 2,0,element='Cu'->cu | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__65,ai,003_Baslam_2012,mineral_concentration,na,cu,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.1111,,Table 2,0,element='Cu'->cu | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__66,ai,003_Baslam_2012,mineral_concentration,na,cu,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,3.25,,Table 2,0,element='Cu'->cu | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__67,ai,003_Baslam_2012,mineral_concentration,na,cu,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.6667,,Table 2,0,element='Cu'->cu | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='ppm' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__68,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.0363,,Table 2,0,element='C'->c | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__69,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.1221,,Table 2,0,element='C'->c | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__70,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,batavia_rubia_munguia,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0764,,Table 2,0,element='C'->c | tissue='outer leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__71,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,batavia_rubia_munguia__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0516,,Table 2,0,element='C'->c | tissue='inner leaf'->foliar | cultivar='Batavia Rubia Munguia (BRM)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Batavia Rubia Munguia (BRM)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__72,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,0.1302,,Table 2,0,element='C'->c | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__73,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0166,,Table 2,0,element='C'->c | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__74,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,maravilla_de_verano,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0092,,Table 2,0,element='C'->c | tissue='outer leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392,rebuild_2026-08-19/loladze
003_Baslam_2012__ai__75,ai,003_Baslam_2012,mineral_concentration,na,c,foliar,maravilla_de_verano__inner_nm,eco2_700_amb_392,single_cell,ratio,ambient_co2,-0.0568,,Table 2,0,element='C'->c | tissue='inner leaf'->foliar | cultivar='Maravilla de Verano (MV)' | CO2->eco2_700_amb_392 | lvl_suffix=['inner_nm'] tp_suffix=[] | T_desc='Elevated CO2 (700 umol/mol)' C_desc='Ambient CO2 (392 umol/mol)' | unit='mg/g FW' | src='Table 2' || NOTE: cultivar='Maravilla de Verano (MV)' ; CO2 e=700 a=392 ; age='inner'->inner_nm,rebuild_2026-08-19/loladze
