row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
043_Natali_2009__ai__0,ai,043_Natali_2009,mineral_concentration,na,al,foliar,pinus_taeda__duke,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.2607,,Table 6,0,"element='Al'->al | tissue='leaf (0-yr needles)'->foliar | species='Pinus taeda' | CO2->eco2_570_amb_370 | lvl_suffix=['duke'] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Pinus taeda' ; CO2 e=570 a=370 ; site='Duke'->duke ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__46,ai,043_Natali_2009,mineral_concentration,na,mn,foliar,quercus_chapmanii,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.6614,,Table 6,0,"element='Mn'->mn | tissue='leaf'->foliar | species='Quercus chapmanii' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus chapmanii' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__47,ai,043_Natali_2009,mineral_concentration,na,mo,foliar,quercus_chapmanii,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.2308,,Table 6,0,"element='Mo'->mo | tissue='leaf'->foliar | species='Quercus chapmanii' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus chapmanii' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__48,ai,043_Natali_2009,mineral_concentration,na,ni,foliar,quercus_chapmanii,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.375,,Table 6,0,"element='Ni'->ni | tissue='leaf'->foliar | species='Quercus chapmanii' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus chapmanii' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__49,ai,043_Natali_2009,mineral_concentration,na,zn,foliar,quercus_chapmanii,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.3062,,Table 6,0,"element='Zn'->zn | tissue='leaf'->foliar | species='Quercus chapmanii' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus chapmanii' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__50,ai,043_Natali_2009,mineral_concentration,na,al,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.3691,,Table 6,0,"element='Al'->al | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__51,ai,043_Natali_2009,mineral_concentration,na,co,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.2424,,Table 6,0,"element='Co'->co | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__52,ai,043_Natali_2009,mineral_concentration,na,pb,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.175,,Table 6,0,"element='Pb'->pb | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__53,ai,043_Natali_2009,mineral_concentration,na,v,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.303,,Table 6,0,"element='V'->v | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__54,ai,043_Natali_2009,mineral_concentration,na,cu,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.0263,,Table 6,0,"element='Cu'->cu | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__55,ai,043_Natali_2009,mineral_concentration,na,fe,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.1818,,Table 6,0,"element='Fe'->fe | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__56,ai,043_Natali_2009,mineral_concentration,na,mn,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.2152,,Table 6,0,"element='Mn'->mn | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__57,ai,043_Natali_2009,mineral_concentration,na,mo,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.0171,,Table 6,0,"element='Mo'->mo | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__58,ai,043_Natali_2009,mineral_concentration,na,ni,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.1429,,Table 6,0,"element='Ni'->ni | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__59,ai,043_Natali_2009,mineral_concentration,na,zn,foliar,quercus_geminata,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.1477,,Table 6,0,"element='Zn'->zn | tissue='leaf'->foliar | species='Quercus geminata' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus geminata' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__60,ai,043_Natali_2009,mineral_concentration,na,al,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.2424,,Table 6,0,"element='Al'->al | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__61,ai,043_Natali_2009,mineral_concentration,na,co,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.4333,,Table 6,0,"element='Co'->co | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__62,ai,043_Natali_2009,mineral_concentration,na,pb,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.1409,,Table 6,0,"element='Pb'->pb | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__63,ai,043_Natali_2009,mineral_concentration,na,v,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.2258,,Table 6,0,"element='V'->v | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__64,ai,043_Natali_2009,mineral_concentration,na,cu,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Table 6,0,"element='Cu'->cu | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__65,ai,043_Natali_2009,mineral_concentration,na,fe,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.0288,,Table 6,0,"element='Fe'->fe | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__66,ai,043_Natali_2009,mineral_concentration,na,mn,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.2269,,Table 6,0,"element='Mn'->mn | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__67,ai,043_Natali_2009,mineral_concentration,na,mo,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.2216,,Table 6,0,"element='Mo'->mo | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ng/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__68,ai,043_Natali_2009,mineral_concentration,na,ni,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.1667,,Table 6,0,"element='Ni'->ni | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
043_Natali_2009__ai__69,ai,043_Natali_2009,mineral_concentration,na,zn,foliar,quercus_myrtifolia,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.0084,,Table 6,0,"element='Zn'->zn | tissue='leaf'->foliar | species='Quercus myrtifolia' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='elevated CO2' C_desc='ambient CO2' | unit='ug/g' | src='Table 6' || NOTE: species='Quercus myrtifolia' ; CO2 e=570 a=370 ; obs-level species,site promoted into moderator view",rebuild_2026-08-19/loladze
