row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
033_Johnson_2003__ai__0,ai,033_Johnson_2003,mineral_concentration,na,n,foliar,,co2_unresolved__y1999_2000,single_cell,ratio,ambient_co2,-0.114458,,Table 4,0,element='N (%)'->n | tissue='leaf'->foliar | no species/cultivar -> blank | CO2->co2_unresolved__y1999_2000 | lvl_suffix=[] tp_suffix=['y1999_2000'] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2 (atmospheric background)' | unit='%' | src='Table 4' || NOTE: no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2 (atmospheric background)') ; year='1999-2000'->y1999_2000,ai-decode-v3
033_Johnson_2003__ai__42,ai,033_Johnson_2003,mineral_concentration,na,k,litter,,pooled,pooled,ratio,ambient_co2,0.088889,,Table 4,0,element='K'->k | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__43,ai,033_Johnson_2003,mineral_concentration,na,ca,litter,,pooled,pooled,ratio,ambient_co2,-0.083832,,Table 4,0,element='Ca'->ca | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__44,ai,033_Johnson_2003,mineral_concentration,na,mg,litter,,pooled,pooled,ratio,ambient_co2,-0.057143,,Table 4,0,element='Mg'->mg | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__45,ai,033_Johnson_2003,mineral_concentration,na,mn,litter,,pooled,pooled,ratio,ambient_co2,-0.046053,,Table 4,0,element='Mn'->mn | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__46,ai,033_Johnson_2003,mineral_concentration,na,fe,litter,,pooled,pooled,ratio,ambient_co2,-0.354167,,Table 4,0,element='Fe'->fe | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__47,ai,033_Johnson_2003,mineral_concentration,na,cu,litter,,pooled,pooled,ratio,ambient_co2,-0.150943,,Table 4,0,element='Cu'->cu | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__48,ai,033_Johnson_2003,mineral_concentration,na,b,litter,,pooled,pooled,ratio,ambient_co2,-0.125,,Table 4,0,element='B'->b | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__49,ai,033_Johnson_2003,mineral_concentration,na,zn,litter,,pooled,pooled,ratio,ambient_co2,-0.241758,,Table 4,0,element='Zn'->zn | tissue='litterfall'->litter | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: tissue outside closed list (litter) -> documented attrition ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__50,ai,033_Johnson_2003,mineral_concentration,na,n,edible,,pooled,pooled,ratio,ambient_co2,0,,Table 4,0,element='N'->n | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__51,ai,033_Johnson_2003,mineral_concentration,na,p,edible,,pooled,pooled,ratio,ambient_co2,-0.074074,,Table 4,0,element='P'->p | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__52,ai,033_Johnson_2003,mineral_concentration,na,k,edible,,pooled,pooled,ratio,ambient_co2,-0.046512,,Table 4,0,element='K'->k | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__53,ai,033_Johnson_2003,mineral_concentration,na,ca,edible,,pooled,pooled,ratio,ambient_co2,-0.044118,,Table 4,0,element='Ca'->ca | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__54,ai,033_Johnson_2003,mineral_concentration,na,mg,edible,,pooled,pooled,ratio,ambient_co2,-0.047619,,Table 4,0,element='Mg'->mg | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='mg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__55,ai,033_Johnson_2003,mineral_concentration,na,mn,edible,,pooled,pooled,ratio,ambient_co2,0.068729,,Table 4,0,element='Mn'->mn | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__56,ai,033_Johnson_2003,mineral_concentration,na,fe,edible,,pooled,pooled,ratio,ambient_co2,-0.105653,,Table 4,0,element='Fe'->fe | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__57,ai,033_Johnson_2003,mineral_concentration,na,cu,edible,,pooled,pooled,ratio,ambient_co2,-0.171548,,Table 4,0,element='Cu'->cu | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__58,ai,033_Johnson_2003,mineral_concentration,na,b,edible,,pooled,pooled,ratio,ambient_co2,-0.052632,,Table 4,0,element='B'->b | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
033_Johnson_2003__ai__59,ai,033_Johnson_2003,mineral_concentration,na,zn,edible,,pooled,pooled,ratio,ambient_co2,0.130435,,Table 4,0,element='Zn'->zn | tissue='fine roots'->edible | no species/cultivar -> blank | CO2->pooled | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 (542 ppm)' C_desc='Ambient CO2' | unit='µg g-1' | src='Table 4' || NOTE: storage-root tissue -> edible (GT convention) ; no species/cultivar -> blank ; CO2 ppm undeterminable (td='Elevated CO2 (542 ppm)' c='Ambient CO2') ; year='1999-2000 (pooled)',ai-decode-v3
