row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
025_Guo_2011__ai__0,ai,025_Guo_2011,mineral_concentration,na,cu,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,-0.091,,Figure 1a,1,element='Cu'->cu | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 1a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__45,ai,025_Guo_2011,mineral_concentration,na,cd,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 3d,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3d' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__46,ai,025_Guo_2011,mineral_concentration,na,cd,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.143,,Figure 3d,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3d' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__47,ai,025_Guo_2011,mineral_concentration,na,cd,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.063,,Figure 3d,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3d' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__48,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 3e,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__49,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.071,,Figure 3e,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__50,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.214,,Figure 3e,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__51,ai,025_Guo_2011,mineral_concentration,na,cd,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 3f,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3f' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__52,ai,025_Guo_2011,mineral_concentration,na,cd,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.143,,Figure 3f,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3f' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__53,ai,025_Guo_2011,mineral_concentration,na,cd,grain,wuxiangjing_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.4,,Figure 3f,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Wuxiangjing 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 3f' || NOTE: cultivar='Wuxiangjing 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__54,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 4a,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__55,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.333,,Figure 4a,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__56,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.111,,Figure 4a,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4a' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__57,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 4b,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__58,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.071,,Figure 4b,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__59,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.154,,Figure 4b,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4b' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__60,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 4c,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__61,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.111,,Figure 4c,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__62,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.214,,Figure 4c,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4c' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__63,ai,025_Guo_2011,mineral_concentration,na,cd,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.071,,Figure 4d,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4d' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__64,ai,025_Guo_2011,mineral_concentration,na,cd,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.083,,Figure 4d,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4d' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__65,ai,025_Guo_2011,mineral_concentration,na,cd,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.095,,Figure 4d,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4d' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__66,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0,,Figure 4e,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__67,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.273,,Figure 4e,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__68,ai,025_Guo_2011,mineral_concentration,na,cd,above_ground,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.231,,Figure 4e,1,element='Cd'->cd | tissue='shoot'->above_ground | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4e' || NOTE: shoot/stem-class -> above_ground (GT convention) ; cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__69,ai,025_Guo_2011,mineral_concentration,na,cd,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.067,,Figure 4f,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4f' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__70,ai,025_Guo_2011,mineral_concentration,na,cd,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.077,,Figure 4f,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4f' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
025_Guo_2011__ai__71,ai,025_Guo_2011,mineral_concentration,na,cd,grain,yangmai_14,eco2_570_amb_370,single_cell,ratio,ambient_co2,0.19,,Figure 4f,1,element='Cd'->cd | tissue='grain'->grain | cultivar='Yangmai 14' | CO2->eco2_570_amb_370 | lvl_suffix=[] tp_suffix=[] | T_desc='Elevated CO2 ~570 ppm' C_desc='Ambient CO2 ~370 ppm' | unit='mg/kg' | src='Figure 4f' || NOTE: cultivar='Yangmai 14' ; CO2 e=570 a=370,rebuild_2026-08-19/loladze
