row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
004_Finzi_2001__ai__0,ai,004_Finzi_2001,mineral_concentration,na,n,foliar,cercis_canadensis,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,-0.1144,,Table 2,0,element='N'->n | tissue='green leaf'->foliar | species='Cercis canadensis (Red bud)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='mg/g' | src='Table 2' || NOTE: species='Cercis canadensis (Red bud)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__43,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,cornus_florida,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,-0.0132,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Cornus florida (Dogwood)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Cornus florida (Dogwood)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__44,ai,004_Finzi_2001,mineral_concentration,na,,foliar,cornus_florida,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,-0.1236,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Cornus florida (Dogwood)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Cornus florida (Dogwood)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__45,ai,004_Finzi_2001,mineral_concentration,na,,foliar,cornus_florida,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.1481,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Cornus florida (Dogwood)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Cornus florida (Dogwood)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__46,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,acer_rubrum,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.0022,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Acer rubrum (Red maple)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Acer rubrum (Red maple)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__47,ai,004_Finzi_2001,mineral_concentration,na,,foliar,acer_rubrum,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,-0.0652,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Acer rubrum (Red maple)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Acer rubrum (Red maple)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__48,ai,004_Finzi_2001,mineral_concentration,na,,foliar,acer_rubrum,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.1848,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Acer rubrum (Red maple)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Acer rubrum (Red maple)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__49,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,liquidambar_styraciflua,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,-0.0044,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Liquidambar styraciflua (Sweet gum)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Liquidambar styraciflua (Sweet gum)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__50,ai,004_Finzi_2001,mineral_concentration,na,,foliar,liquidambar_styraciflua,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.073,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Liquidambar styraciflua (Sweet gum)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Liquidambar styraciflua (Sweet gum)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__51,ai,004_Finzi_2001,mineral_concentration,na,,foliar,liquidambar_styraciflua,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.0323,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Liquidambar styraciflua (Sweet gum)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Liquidambar styraciflua (Sweet gum)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__52,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,pinus_taeda,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.008,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Pinus taeda (Loblolly pine)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Pinus taeda (Loblolly pine)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__53,ai,004_Finzi_2001,mineral_concentration,na,,foliar,pinus_taeda,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.0191,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Pinus taeda (Loblolly pine)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Pinus taeda (Loblolly pine)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__54,ai,004_Finzi_2001,mineral_concentration,na,,foliar,pinus_taeda,eco2_560_amb_360__y1997,single_cell,ratio,ambient_co2,0.2568,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Pinus taeda (Loblolly pine)' | CO2->eco2_560_amb_360__y1997 | lvl_suffix=[] tp_suffix=['y1997'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Pinus taeda (Loblolly pine)' ; CO2 e=560 a=360 ; year='1997'->y1997,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__55,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,cercis_canadensis,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,-0.011,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Cercis canadensis (Red bud)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Cercis canadensis (Red bud)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__56,ai,004_Finzi_2001,mineral_concentration,na,,foliar,cercis_canadensis,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,-0.0673,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Cercis canadensis (Red bud)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Cercis canadensis (Red bud)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__57,ai,004_Finzi_2001,mineral_concentration,na,,foliar,cercis_canadensis,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,-0.0194,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Cercis canadensis (Red bud)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Cercis canadensis (Red bud)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__58,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,cornus_florida,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.0071,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Cornus florida (Dogwood)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Cornus florida (Dogwood)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__59,ai,004_Finzi_2001,mineral_concentration,na,,foliar,cornus_florida,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,-0.25,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Cornus florida (Dogwood)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Cornus florida (Dogwood)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__60,ai,004_Finzi_2001,mineral_concentration,na,,foliar,cornus_florida,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.1927,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Cornus florida (Dogwood)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Cornus florida (Dogwood)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__61,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,acer_rubrum,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.0022,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Acer rubrum (Red maple)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Acer rubrum (Red maple)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__62,ai,004_Finzi_2001,mineral_concentration,na,,foliar,acer_rubrum,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.0131,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Acer rubrum (Red maple)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Acer rubrum (Red maple)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__63,ai,004_Finzi_2001,mineral_concentration,na,,foliar,acer_rubrum,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.1512,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Acer rubrum (Red maple)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Acer rubrum (Red maple)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__64,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,liquidambar_styraciflua,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.018,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Liquidambar styraciflua (Sweet gum)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Liquidambar styraciflua (Sweet gum)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__65,ai,004_Finzi_2001,mineral_concentration,na,,foliar,liquidambar_styraciflua,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.0881,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Liquidambar styraciflua (Sweet gum)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Liquidambar styraciflua (Sweet gum)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__66,ai,004_Finzi_2001,mineral_concentration,na,,foliar,liquidambar_styraciflua,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.0536,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Liquidambar styraciflua (Sweet gum)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Liquidambar styraciflua (Sweet gum)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__67,ai,004_Finzi_2001,mineral_concentration,na,c,foliar,pinus_taeda,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,-0.004,,Table 3,0,element='C'->c | tissue='leaf litter'->foliar | species='Pinus taeda (Loblolly pine)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: species='Pinus taeda (Loblolly pine)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__68,ai,004_Finzi_2001,mineral_concentration,na,,foliar,pinus_taeda,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,-0.0466,,Table 3,0,element='lignin'->(blank) | tissue='leaf litter'->foliar | species='Pinus taeda (Loblolly pine)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'lignin' ; species='Pinus taeda (Loblolly pine)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
004_Finzi_2001__ai__69,ai,004_Finzi_2001,mineral_concentration,na,,foliar,pinus_taeda,eco2_560_amb_360__y1998,single_cell,ratio,ambient_co2,0.1121,,Table 3,0,element='TNC'->(blank) | tissue='leaf litter'->foliar | species='Pinus taeda (Loblolly pine)' | CO2->eco2_560_amb_360__y1998 | lvl_suffix=[] tp_suffix=['y1998'] | T_desc='Elevated CO2 560 ppm' C_desc='Ambient CO2 360 ppm' | unit='%' | src='Table 3' || NOTE: non-mineral variable (no element symbol): 'TNC' ; species='Pinus taeda (Loblolly pine)' ; CO2 e=560 a=360 ; year='1998'->y1998,rebuild_2026-08-19/loladze
