paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_species,mod_biochar_feedstock,mod_biochar_rate_t_ha,mod_pyrolysis_temperature_C,mod_soil_type,mod_soil_pH,mod_climate_zone,mod_country,mod_experiment_type,mod_study_duration,mod_n_rate_kg_ha,mod_co_amendment,mod_year_of_measurement,p_value,significance,mod_biochar_application_rate_t_ha,mod_number_of_primary_studies,mod_number_of_observations,mod_total_studies_in_dataset,mod_study_type,mod_season,mod_model_R2,mod_model_p_value,mod_response_ratio_increment,mod_predictor_variable,mod_direction,mod_p_value_smooth_term,mod_significance_level,mod_cultivar,mod_region,mod_straw_rate_t_ha,mod_base_fertilization,mod_design,mod_replicates,mod_plot_size_m2,mod_plant_density_per_ha,mod_biochar_application_rate,mod_pyrolysis_temperature,mod_water_regime,mod_drought_stage,mod_biochar_application_rate_pct_ww,mod_pyrolysis_duration_h,mod_country_region,mod_study_duration_days,mod_biochar_pH,mod_biochar_CN_ratio,mod_biochar_HC_ratio,mod_biochar_N_pct,mod_n_fertilization_kg_N_ha,mod_compost,mod_biochar_type,mod_soil_salt_g_kg,mod_planting_density_plants_ha,mod_irrigation,mod_soil_SOC_g_kg,mod_soil_total_N_g_kg,mod_soil_available_N_mg_kg,mod_soil_available_P_mg_kg,mod_soil_available_K_mg_kg,mod_drought_level,mod_PGPR_strain,mod_biochar_application_rate_g_per_kg,mod_biochar_application_rate_g_per_pot,mod_soil_sand_content_pct,mod_seeding_density_g_per_pot,mod_soil_mass_kg,mod_biochar_rate_pct_ww,mod_subgroup,mod_n_datasets,mod_hedges_g,mod_ci_lower,mod_ci_upper,mod_p_value,mod_crops_included,mod_effect_pct_from_text,mod_biochar_rate,mod_regression_equation,mod_r_squared,mod_cumulative_biochar_applied_t_ha,mod_biochar_rate_tha_equiv,mod_fertilization_level,mod_N_rate_kg_ha,mod_soil_classification,mod_P_rate_range,mod_harvest_season,mod_fertilizer_level,mod_category,mod_n_comparisons,mod_n_papers,mod_median_biochar_pH,mod_soil_pH_category,mod_median_soil_pH,mod_median_biochar_rate_t_ha,mod_pyrolysis_method,mod_soil_EC_dSm,mod_NaCl_mM,mod_biochar_C_pct,mod_biochar_cumulative_t_ha,mod_study_duration_years,mod_application_year,mod_nitrogen_rate_kg_ha,mod_cumulative_biochar_rate_t_ha,mod_soil_organic_matter_g_kg,mod_latitude,mod_longitude,mod_mean_annual_temperature_C,mod_mean_annual_precipitation_mm,mod_P2O5_rate_kg_ha,mod_K2O_rate_kg_ha,mod_plot_area_m2
HidayatullahKakar_2021_Slow_Pyrolyzed_Banana_Leaf_Waste,Biological yield,g pot-1,table,Table 2 (BLBA x CF interaction),235.93,197.27,19.59750595630354,3.0,3.0,SE,18.03,,,,,,,Banana leaf biochar 20 t/ha + 120 kg N + 90 kg P/ha,No amendment control 0 t/ha + 120 kg N + 90 kg P/ha,high,BLBA x CF interaction cell. n=3 reps. S.E.± = 18.03 pooled SE.,Slow Pyrolyzed Banana Leaf Waste Biochar Amended Calcareous Soil Properties and Maize Growth,"Hidayatullah Kakar, Mehrunisa Memon, Inayatullah Rajpar, Qamaruddin Chachar",2021,Indian Journal of Science and Technology,10.17485/IJST/v14i21.2235,Maize (Golden Maize MMRI-Yellow),Banana leaf,,300-400,Sandy clay loam,8.23,Arid,"Pakistan (Quetta, Balochistan)",Pot (net house),One growing season (2016),,Biochar + 120 kg N/ha + 90 kg P/ha,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HidayatullahKakar_2021_Slow_Pyrolyzed_Banana_Leaf_Waste,Biological yield,g pot-1,table,Table 2 (BLBA x CF interaction),244.84,197.27,24.11415826025244,3.0,3.0,SE,18.03,,,,,,,Banana leaf biochar 40 t/ha + 120 kg N + 90 kg P/ha,No amendment control 0 t/ha + 120 kg N + 90 kg P/ha,high,BLBA x CF interaction cell. n=3 reps. S.E.± = 18.03 pooled SE.,Slow Pyrolyzed Banana Leaf Waste Biochar Amended Calcareous Soil Properties and Maize Growth,"Hidayatullah Kakar, Mehrunisa Memon, Inayatullah Rajpar, Qamaruddin Chachar",2021,Indian Journal of Science and Technology,10.17485/IJST/v14i21.2235,Maize (Golden Maize MMRI-Yellow),Banana leaf,,300-400,Sandy clay loam,8.23,Arid,"Pakistan (Quetta, Balochistan)",Pot (net house),One growing season (2016),,Biochar + 120 kg N/ha + 90 kg P/ha,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Grain yield,g/plant,table,Table 4,146.0,120.0,21.666666666666668,3.0,3.0,,,,,,,,,Barley straw biochar (BSB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Duncan letter groupings reported, no numeric SE/SD. BSB grain yield significantly higher than Control. Plot size 4 m², completely randomized design.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Barley straw,,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,c vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Grain yield,g/plant,table,Table 4,133.0,120.0,10.833333333333334,3.0,3.0,,,,,,,,,Animal carcass biochar (ACB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Duncan letter groupings reported, no numeric SE/SD. ACB grain yield significantly higher than Control.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Animal carcass (rendering residue),,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Grain yield,g/plant,table,Table 4,137.0,120.0,14.166666666666666,3.0,3.0,,,,,,,,,Bottom ash (BA) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Duncan letter groupings reported, no numeric SE/SD. BA is bottom ash from wood pellet combustion at power plant, not pyrolysis biochar. Pyrolysis temperature not applicable.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Wood pellet (bottom ash from biomass power plant),,,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Corn yield (ear weight),g/plant,table,Table 4,186.0,163.0,14.11042944785276,3.0,3.0,,,,,,,,,Barley straw biochar (BSB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Corn yield = whole ear weight per plant. Duncan letter groupings, no numeric SE/SD.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Barley straw,,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,c vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Corn yield (ear weight),g/plant,table,Table 4,174.0,163.0,6.748466257668712,3.0,3.0,,,,,,,,,Animal carcass biochar (ACB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Corn yield = whole ear weight per plant. Duncan letter groupings, no numeric SE/SD.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Animal carcass (rendering residue),,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Corn yield (ear weight),g/plant,table,Table 4,175.0,163.0,7.361963190184049,3.0,3.0,,,,,,,,,Bottom ash (BA) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Corn yield = whole ear weight per plant. BA is bottom ash, not pyrolysis biochar. Duncan letter groupings, no numeric SE/SD.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Wood pellet (bottom ash from biomass power plant),,,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Corn productivity,kg/m2,table,Table 4,2.23,1.96,13.775510204081634,3.0,3.0,,,,,,,,,Barley straw biochar (BSB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Corn productivity = ear yield per m². Abstract reports BSB was 114% of Control. Duncan letter groupings, no numeric SE/SD.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Barley straw,,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,c vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Corn productivity,kg/m2,table,Table 4,2.09,1.96,6.6326530612244845,3.0,3.0,,,,,,,,,Animal carcass biochar (ACB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Corn productivity = ear yield per m². Abstract reports ACB was 107% of Control. Duncan letter groupings, no numeric SE/SD.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Animal carcass (rendering residue),,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Corn productivity,kg/m2,table,Table 4,2.1,1.96,7.1428571428571495,3.0,3.0,,,,,,,,,Bottom ash (BA) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),high,"Corn productivity = ear yield per m². Abstract reports BA was 107% of Control. BA is bottom ash, not pyrolysis biochar. Duncan letter groupings, no numeric SE/SD.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Wood pellet (bottom ash from biomass power plant),,,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Biomass productivity (stem + leaf),kg/m2,figure,Figure 1 (estimated from figure),3.67,2.91,26.116838487972498,3.0,3.0,,,,,,,,,Barley straw biochar (BSB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),medium,"Biomass = stem + leaf weight per m². Values estimated from Fig. 1 bar chart and text stating BSB was ~126% of Control. Text confirms ACB = 4.08 kg/m², used to back-calculate Control = 2.91 and BSB = 3.67. Error bars visible in figure but values not reported numerically.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Barley straw,,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,b vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Biomass productivity (stem + leaf),kg/m2,figure,Figure 1 (estimated from figure),4.08,2.91,40.20618556701031,3.0,3.0,,,,,,,,,Animal carcass biochar (ACB) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),medium,Biomass = stem + leaf weight per m². ACB value of 4.08 kg/m² stated explicitly in text. Text states ACB was ~140% of Control. Control back-calculated as 4.08/1.40 = 2.91. Error bars visible in figure but values not reported numerically.,Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Animal carcass (rendering residue),,500,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,d vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaeHyukPark_2021_Effect_of_Soil_Amendments_Derived,Biomass productivity (stem + leaf),kg/m2,figure,Figure 1 (estimated from figure),3.9,2.91,34.020618556701024,3.0,3.0,,,,,,,,,Bottom ash (BA) 1000 kg/10a + compost 2000 kg/10a,Compost only 2000 kg/10a (no biochar),medium,"Biomass = stem + leaf weight per m². Text states BA was ~134% of Control. BA value calculated as 2.91 × 1.34 = 3.90. BA is bottom ash, not pyrolysis biochar. Error bars visible in figure but values not reported numerically.",Effect of Soil Amendments Derived from Agricultural Biomass to Improve Corn Growth and Soil Fertility in an Upland Field,"Jae-Hyuk Park, Jin-Ju Yun, Han-Na Cho, Seung-Gyu Lee, So-Hui Kim, Ju-Sik Cho, Se-Won Kang",2021,Korean Journal of Soil Science and Fertilizer,10.7745/KJSSF.2021.54.4.478,Corn (waxy corn),Wood pellet (bottom ash from biomass power plant),,,Silt loam,6.08,Temperate,,Field,3 months (April-July 2021),,"Compost (livestock manure compost, 2000 kg/10a)",,<0.05,c vs a (Duncan),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Korea (Gwangyang, Jeollanam-do)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JingPeng_2021_Combined_application_of_biochar_with,Corn yield,kg/ha,figure,Figure 2d (estimated from figure),10500.0,10200.0,2.941176470588235,3.0,3.0,,,,,,,,,"C1NPK: biochar 1.5 t/ha/yr + NPK (N 195, P2O5 90, K2O 75 kg/ha/yr)","NPK: chemical fertilizer only (N 195, P2O5 90, K2O 75 kg/ha/yr)",medium,"Values estimated from Figure 2d. Year 1 of long-term trial. Significance letters from figure: NPK=a, C1NPK=ab, C2NPK=b, C3NPK=b. Biochar applied annually so cumulative dose increases each year.",Combined application of biochar with fertilizer promotes nitrogen uptake in maize by increasing nitrogen retention in soil,"Jing Peng, Xiaori Han, Na Li, Kun Chen, Jinfeng Yang, Xiumei Zhan, Peiyu Luo, Ning Liu",2021,Biochar,10.1007/s42773-021-00090-6,Maize (Zea mays L. cv. Dongdan 6531),Maize straw,,450,"Clay loam (48% sand, 29% silt, 23% clay); brown earth Alfisol from loess",6.0,Temperate continental monsoon,,"Field (randomized block, 3.6m x 7.0m plots)",7 years (2013-2019); year 1 of 7,,Biochar + NPK fertilizer,2013,,ab (not significantly different from NPK=a at P<0.05),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenhe District, Shenyang, Liaoning Province, Northeast China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JingPeng_2021_Combined_application_of_biochar_with,Corn yield,kg/ha,figure,Figure 2d (estimated from figure),11200.0,10200.0,9.803921568627452,3.0,3.0,,,,,,,,,"C2NPK: biochar 3 t/ha/yr + NPK (N 195, P2O5 90, K2O 75 kg/ha/yr)","NPK: chemical fertilizer only (N 195, P2O5 90, K2O 75 kg/ha/yr)",medium,Values estimated from Figure 2d. Year 1 of long-term trial.,Combined application of biochar with fertilizer promotes nitrogen uptake in maize by increasing nitrogen retention in soil,"Jing Peng, Xiaori Han, Na Li, Kun Chen, Jinfeng Yang, Xiumei Zhan, Peiyu Luo, Ning Liu",2021,Biochar,10.1007/s42773-021-00090-6,Maize (Zea mays L. cv. Dongdan 6531),Maize straw,,450,"Clay loam (48% sand, 29% silt, 23% clay); brown earth Alfisol from loess",6.0,Temperate continental monsoon,,"Field (randomized block, 3.6m x 7.0m plots)",7 years (2013-2019); year 1 of 7,,Biochar + NPK fertilizer,2013,<0.05,b (significantly different from NPK=a at P<0.05),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenhe District, Shenyang, Liaoning Province, Northeast China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JingPeng_2021_Combined_application_of_biochar_with,Corn yield,kg/ha,figure,Figure 2d (estimated from figure),11800.0,10200.0,15.686274509803921,3.0,3.0,,,,,,,,,"C3NPK: biochar 6 t/ha/yr + NPK (N 195, P2O5 90, K2O 75 kg/ha/yr)","NPK: chemical fertilizer only (N 195, P2O5 90, K2O 75 kg/ha/yr)",medium,"Values estimated from Figure 2d. Year 1 of long-term trial. Letters: (a,ab,b,b) for NPK,C1,C2,C3.",Combined application of biochar with fertilizer promotes nitrogen uptake in maize by increasing nitrogen retention in soil,"Jing Peng, Xiaori Han, Na Li, Kun Chen, Jinfeng Yang, Xiumei Zhan, Peiyu Luo, Ning Liu",2021,Biochar,10.1007/s42773-021-00090-6,Maize (Zea mays L. cv. Dongdan 6531),Maize straw,,450,"Clay loam (48% sand, 29% silt, 23% clay); brown earth Alfisol from loess",6.0,Temperate continental monsoon,,"Field (randomized block, 3.6m x 7.0m plots)",7 years (2013-2019); year 1 of 7,,Biochar + NPK fertilizer,2013,<0.05,b (significantly different from NPK=a at P<0.05),6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenhe District, Shenyang, Liaoning Province, Northeast China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JingPeng_2021_Combined_application_of_biochar_with,Corn yield,kg/ha,figure,Figure 2d (estimated from figure),12200.0,11500.0,6.086956521739131,3.0,3.0,,,,,,,,,"C1NPK: biochar 1.5 t/ha/yr + NPK (N 195, P2O5 90, K2O 75 kg/ha/yr)","NPK: chemical fertilizer only (N 195, P2O5 90, K2O 75 kg/ha/yr)",medium,"Values estimated from Figure 2d. Year 2. Letters: (a,a,b,c) for NPK,C1,C2,C3. C1NPK not significantly different from NPK.",Combined application of biochar with fertilizer promotes nitrogen uptake in maize by increasing nitrogen retention in soil,"Jing Peng, Xiaori Han, Na Li, Kun Chen, Jinfeng Yang, Xiumei Zhan, Peiyu Luo, Ning Liu",2021,Biochar,10.1007/s42773-021-00090-6,Maize (Zea mays L. cv. Dongdan 6531),Maize straw,,450,"Clay loam (48% sand, 29% silt, 23% clay); brown earth Alfisol from loess",6.0,Temperate continental monsoon,,"Field (randomized block, 3.6m x 7.0m plots)",7 years (2013-2019); year 2 of 7,,Biochar + NPK fertilizer,2014,,a (same group as NPK=a at P<0.05),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenhe District, Shenyang, Liaoning Province, Northeast China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JingPeng_2021_Combined_application_of_biochar_with,Corn yield,kg/ha,figure,Figure 2d (estimated from figure),13000.0,11500.0,13.043478260869565,3.0,3.0,,,,,,,,,"C2NPK: biochar 3 t/ha/yr + NPK (N 195, P2O5 90, K2O 75 kg/ha/yr)","NPK: chemical fertilizer only (N 195, P2O5 90, K2O 75 kg/ha/yr)",medium,"Values estimated from Figure 2d. Year 2. Letters: (a,a,b,c).",Combined application of biochar with fertilizer promotes nitrogen uptake in maize by increasing nitrogen retention in soil,"Jing Peng, Xiaori Han, Na Li, Kun Chen, Jinfeng Yang, Xiumei Zhan, Peiyu Luo, Ning Liu",2021,Biochar,10.1007/s42773-021-00090-6,Maize (Zea mays L. cv. Dongdan 6531),Maize straw,,450,"Clay loam (48% sand, 29% silt, 23% clay); brown earth Alfisol from loess",6.0,Temperate continental monsoon,,"Field (randomized block, 3.6m x 7.0m plots)",7 years (2013-2019); year 2 of 7,,Biochar + NPK fertilizer,2014,<0.05,b (significantly different from NPK=a at P<0.05),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenhe District, Shenyang, Liaoning Province, Northeast China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JingPeng_2021_Combined_application_of_biochar_with,Corn yield,kg/ha,figure,Figure 2d (estimated from figure),14200.0,11500.0,23.47826086956522,3.0,3.0,,,,,,,,,"C3NPK: biochar 6 t/ha/yr + NPK (N 195, P2O5 90, K2O 75 kg/ha/yr)","NPK: chemical fertilizer only (N 195, P2O5 90, K2O 75 kg/ha/yr)",medium,"Values estimated from Figure 2d. Year 2. Letters: (a,a,b,c). C3NPK highest yield and significantly different from all.",Combined application of biochar with fertilizer promotes nitrogen uptake in maize by increasing nitrogen retention in soil,"Jing Peng, Xiaori Han, Na Li, Kun Chen, Jinfeng Yang, Xiumei Zhan, Peiyu Luo, Ning Liu",2021,Biochar,10.1007/s42773-021-00090-6,Maize (Zea mays L. cv. Dongdan 6531),Maize straw,,450,"Clay loam (48% sand, 29% silt, 23% clay); brown earth Alfisol from loess",6.0,Temperate continental monsoon,,"Field (randomized block, 3.6m x 7.0m plots)",7 years (2013-2019); year 2 of 7,,Biochar + NPK fertilizer,2014,<0.05,c (significantly different from all others at P<0.05),6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenhe District, Shenyang, Liaoning Province, Northeast China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
