row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
kalayci_1999__ai__0,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,16,8,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sertak 52"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__36,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""ES 84-16"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__37,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,13,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""ES 84-16"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__38,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,14,8,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Hawk"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__39,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Hawk"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__40,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,5,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD2-8"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__41,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,14,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD2-8"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__42,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,14,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""ES 86-7"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__43,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,13,9,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""ES 86-7"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__44,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kate A-1"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__45,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,9,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kate A-1"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__46,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 2-23"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__47,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 2-23"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__48,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,7,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""P 8-8"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__49,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,9,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""P 8-8"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__50,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,7,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bolal 2973"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__51,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,9,8,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bolal 2973"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__52,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 1-21"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__53,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 1-21"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__54,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""P. Niska"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__55,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,13,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""P. Niska"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__56,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Partizanka"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__57,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Partizanka"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__58,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,5,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 1-22"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__59,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,9,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 1-22"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__60,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,13,7,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kiziltan"", ""wheat_type"": ""durum"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__61,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kiziltan"", ""wheat_type"": ""durum"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__62,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""ES 90-8-1"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__63,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,8,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""ES 90-8-1"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__64,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,5,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 1-2"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__65,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""SBVD 1-2"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__66,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kirkpinar 79"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__67,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,12,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kirkpinar 79"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__68,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,17,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kunduru 1149"", ""wheat_type"": ""durum"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__69,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,14,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kunduru 1149"", ""wheat_type"": ""durum"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__70,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,10,6,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1993-1994 || C:No Zn, 1993-1994 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""BDME-9"", ""wheat_type"": ""bread"", ""year"": ""1993-1994"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1993 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
kalayci_1999__ai__71,ai,kalayci_1999,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11,10,Table 2,0,"T:Soil ZnSO4 23 kg Zn/ha, 1994-1995 || C:No Zn, 1994-1995 || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""BDME-9"", ""wheat_type"": ""bread"", ""year"": ""1994-1995"", ""zn_application_method"": ""soil"", ""zn_rate"": ""23 kg Zn/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y1994 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
