row_id,side,paper_id,outcome_canonical,crop,treatment_level,co_amendment,co_amendment_level,timepoint,aggregation_level,unit_canonical,control_token,treatment_mean,control_mean,source_locator,is_figure,evidence,decoder
zou_2012__ai__0,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,32.4,27.7,Table 5,0,"T:Soil Zn (50 kg ZnSO4.7H2O/ha) || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Kenong9204"", ""location"": ""Quzhou, China"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__36,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,25.3,27.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Ayub, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__37,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,48.2,27.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Ayub, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__38,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,44.6,27.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Ayub, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__39,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,29.0,29.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Auqab 2000"", ""location"": ""Faisalabad, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__40,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,60.0,29.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Auqab 2000"", ""location"": ""Faisalabad, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__41,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,59.0,29.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Auqab 2000"", ""location"": ""Faisalabad, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2008"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2008 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__42,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,38.5,45.3,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-I, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__43,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,52.6,45.3,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-I, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__44,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,53.6,45.3,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-I, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__45,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,33.2,28.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-I, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__46,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,44.1,28.0,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-I, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__47,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,42.7,28.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-I, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__48,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,46.2,40.5,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-II, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__49,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,50.9,40.5,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-II, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__50,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,49.3,40.5,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-II, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__51,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,46.7,37.3,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-II, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__52,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,53.5,37.3,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-II, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__53,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,54.7,37.3,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Sehar-2006"", ""location"": ""Muridke-II, Pakistan"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__54,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,21.4,21.5,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Eskisehir, Turkey"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__55,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,43.9,21.5,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Eskisehir, Turkey"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__56,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,41.9,21.5,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Eskisehir, Turkey"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__57,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,30.6,30.1,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Eskisehir, Turkey"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__58,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,43.0,30.1,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Eskisehir, Turkey"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__59,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,44.8,30.1,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Eskisehir, Turkey"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__60,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,11.7,11.6,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Konya, Turkey"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__61,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,19.6,11.6,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Konya, Turkey"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__62,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,22.1,11.6,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Konya, Turkey"", ""plant_part"": ""grain"", ""year"": ""2009"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2009 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__63,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,14.1,14.1,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Konya, Turkey"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__64,ai,zou_2012,grain_zn,wheat,Foliar,none,0,,single_cell,mg/kg,absolute_control,31.9,14.1,Table 5,0,"T:Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Konya, Turkey"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""foliar"", ""zn_rate"": ""0.5% ZnSO4.7H2O x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__65,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,32.6,14.1,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:4 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Bezostaya1"", ""location"": ""Konya, Turkey"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__66,ai,zou_2012,grain_zn,wheat,Soil,none,0,,single_cell,mg/kg,absolute_control,24.0,23.0,Table 5,0,"T:Soil Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:6 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Rorrie II"", ""location"": ""Chisamba, Zambia"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil"", ""zn_rate"": ""50 kg ZnSO4.7H2O/ha"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
zou_2012__ai__67,ai,zou_2012,grain_zn,wheat,Soil+Foliar,none,0,,single_cell,mg/kg,absolute_control,43.0,23.0,Table 5,0,"T:Soil + Foliar Zn || C:Nil Zn || el:Zn || tissue:grain || unit:mg/kg || n:6 || obs: || variant:strict || app_type_src:strict:treatment_description(gen_ai_keys.py port) || unit_conversion:mg/kg->mg/kg x1 || mods:{""cultivar"": ""Rorrie II"", ""location"": ""Chisamba, Zambia"", ""plant_part"": ""grain"", ""year"": ""2010"", ""zn_method"": ""soil+foliar"", ""zn_rate"": ""50 kg ZnSO4/ha + 0.5% foliar x2"", ""zn_source"": ""ZnSO4""} || decoded_timepoint(blanked):y2010 || decoded_aggregation(canonicalised):single_cell",rebuild_2026-08-19/hui
