row_id,topic,paper_id,title,authors,year,journal,doi,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,table_or_figure,notes,moderators
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::109,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Soybean grain yield (4-year average),kg/ha,1638.0,1735.0,-5.59,4.0,4.0,SE,,,,114.0,140.0,BIOORG (organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,table,Table 3,4-year average. Not independent of per-cycle data.,"{'mod_crop_type': 'legume', 'mod_crop_species': 'soybean (Glycine max)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'rainfed (Kharif season)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::110,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,2997.0,4262.0,-29.68,4.0,4.0,SE,,,,153.0,221.0,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,table,Table 3,"System effect P<0.001; System×Cycle P<0.001. BIODYN 'c', CON 'a'. Wheat grown in Rabi (winter) season. Text states 27% yield gap for wheat in Cycle 1.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::111,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,2831.0,4262.0,-33.58,4.0,4.0,SE,,,,121.0,221.0,"BIOORG (organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,table,Table 3,"System effect P<0.001; System×Cycle P<0.001. BIOORG 'c', CON 'a'.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::112,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,2997.0,3730.0,-19.65,4.0,4.0,SE,,,,153.0,272.0,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,table,Table 3,"BIODYN 'c', CONBtC 'b'.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::113,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,2831.0,3730.0,-24.1,4.0,4.0,SE,,,,121.0,272.0,"BIOORG (organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,table,Table 3,"BIOORG 'c', CONBtC 'b'.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::114,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,3338.0,3273.0,1.99,4.0,4.0,SE,,,,207.0,175.0,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,table,Table 3,System×Cycle P<0.001. No significant yield gap in Cycle 2 for wheat. All systems share letter 'a'.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::115,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,3303.0,3273.0,0.92,4.0,4.0,SE,,,,191.0,175.0,"BIOORG (organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,table,Table 3,No significant wheat yield gap in Cycle 2.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::116,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,3338.0,3481.0,-4.11,4.0,4.0,SE,,,,207.0,182.0,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,table,Table 3,No significant wheat yield gap in Cycle 2.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::117,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield,kg/ha,3303.0,3481.0,-5.11,4.0,4.0,SE,,,,191.0,182.0,"BIOORG (organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,table,Table 3,No significant wheat yield gap in Cycle 2.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::118,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield (4-year average),kg/ha,3167.0,3767.0,-15.93,4.0,4.0,SE,,,,132.0,187.0,BIODYN (biodynamic organic) farming system,CON (conventional) farming system,high,table,Table 3,4-year average. Text states wheat 15% lower in organic over 4 years. Not independent of per-cycle data.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::119,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield (4-year average),kg/ha,3067.0,3767.0,-18.58,4.0,4.0,SE,,,,125.0,187.0,BIOORG (organic) farming system,CON (conventional) farming system,high,table,Table 3,4-year average. Not independent of per-cycle data.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::120,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield (4-year average),kg/ha,3167.0,3605.0,-12.15,4.0,4.0,SE,,,,132.0,161.0,BIODYN (biodynamic organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,table,Table 3,4-year average. Not independent of per-cycle data.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::121,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Wheat grain yield (4-year average),kg/ha,3067.0,3605.0,-14.92,4.0,4.0,SE,,,,125.0,161.0,BIOORG (organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,table,Table 3,4-year average. Not independent of per-cycle data.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum)', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'irrigated (flood, 4-5 irrigations)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::122,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,6443.0,8444.0,-23.7,4.0,4.0,SE,,,,104.0,146.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,Table 3,"Total productivity = seed cotton + soybean grains + wheat grains. System P<0.001; System×Cycle P<0.001. BIODYN 'b', CON 'a'. Conventional +30% more productive in Cycle 1.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::123,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,6440.0,8444.0,-23.73,4.0,4.0,SE,,,,187.0,146.0,BIOORG (organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,Table 3,"BIOORG 'b', CON 'a'.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::124,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,6443.0,8336.0,-22.71,4.0,4.0,SE,,,,104.0,254.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat,high,table,Table 3,"BIODYN 'b', CONBtC 'a'. CONBtC total does NOT include wheat 2 in Cycle 1 (wheat 2 only grown 2009-2010).","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::125,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,6440.0,8336.0,-22.74,4.0,4.0,SE,,,,187.0,254.0,BIOORG (organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat,high,table,Table 3,"BIOORG 'b', CONBtC 'a'.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 1 (2007-2008)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::126,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,7039.0,6880.0,2.31,4.0,4.0,SE,,,,268.0,119.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,Table 3,"In Cycle 2, organic total productivity similar to CON. BIODYN 'b', CON 'b'. CONBtC is 'a' due to additional wheat 2 crop.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::127,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,6984.0,6880.0,1.51,4.0,4.0,SE,,,,239.0,119.0,BIOORG (organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,Table 3,"BIOORG 'b', CON 'b' in Cycle 2.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::128,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,7039.0,8885.0,-20.78,4.0,4.0,SE,,,,268.0,390.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat + wheat 2,medium,table,Table 3,"CAUTION: CONBtC total in Cycle 2 includes wheat 2 (1573 kg/ha additional crop) which organic systems did not grow. Comparison not like-for-like. CONBtC 'a', BIODYN 'b'.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::129,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity,kg/ha,6984.0,8885.0,-21.4,4.0,4.0,SE,,,,239.0,390.0,BIOORG (organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat + wheat 2,medium,table,Table 3,"CAUTION: CONBtC includes wheat 2 in Cycle 2. Not like-for-like comparison. CONBtC 'a', BIOORG 'b'.","{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Cycle 2 (2009-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::130,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity (4-year average),kg/ha,6741.0,7662.0,-12.02,4.0,4.0,SE,,,,270.0,455.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,Table 3,4-year average total productivity. Not independent of per-cycle data.,"{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::131,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity (4-year average),kg/ha,6712.0,7662.0,-12.4,4.0,4.0,SE,,,,257.0,455.0,BIOORG (organic) - cotton + soybean + wheat,CON (conventional) - cotton + soybean + wheat,high,table,Table 3,4-year average total productivity. Not independent of per-cycle data.,"{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'organic (IFOAM principles)'}"
organic_yield_gap::DionysForster_2013_Yield_and_Economic_Performance_of::132,organic_yield_gap,DionysForster_2013_Yield_and_Economic_Performance_of,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,Total crop rotation productivity (4-year average),kg/ha,6741.0,8610.0,-21.71,4.0,4.0,SE,,,,270.0,376.0,BIODYN (biodynamic organic) - cotton + soybean + wheat,CONBtC (conventional+Bt) - cotton + soybean + wheat + wheat 2,medium,table,Table 3,4-year average. CAUTION: CONBtC total includes wheat 2 (avg ~787 kg/ha) grown only in 2009-2010. Not like-for-like. Not independent of per-cycle data.,"{'mod_crop_type': 'rotation (cotton-soybean-wheat)', 'mod_crop_species': 'mixed rotation', 'mod_region': 'Madhya Pradesh, central India', 'mod_climate_zone': 'subtropical (semi-arid)', 'mod_experiment_type': 'long-term field trial (farming systems comparison)', 'mod_irrigation': 'mixed (cotton irrigated, soybean rainfed, wheat irrigated)', 'mod_soil_type': 'Vertisol', 'mod_study_duration_years': 4.0, 'mod_cycle': 'Average (2007-2010)', 'mod_organic_certification': 'biodynamic (Demeter principles)'}"
