paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_species,mod_crop_functional_group,mod_amf_species,mod_p_fertilization,mod_n_fertilization,mod_study_type,mod_soil_type,mod_sterilized_soil,mod_time_point,mod_experiment,p_value,significance,mod_measurement_basis,mod_functional_group,mod_p_availability,mod_climate_zone,mod_year,mod_soil_salinity_dS_m,mod_soil_pH,mod_p_fertilization_level,mod_n_fertilization_level,mod_tissue,mod_community_type,mod_soil_sterilized,mod_P_fertilization,mod_note,mod_phosphorus_level,mod_country,mod_growth_duration_days,mod_organic_system,mod_crop_cultivar,mod_growth_medium,mod_duration,mod_colonization_pct,mod_crop_variety,mod_site,mod_inoculum_type,mod_inoculum_dose,mod_plant_density,mod_experiment_duration,mod_phosphorus_fertilization,mod_soil_P_mg_dm3,mod_evaluation_time,mod_location,mod_npk_dose_pct,mod_amf_strain,mod_salinity_mM_NaCl,mod_root_part,mod_plant_organ,mod_soil_P_olsen_mg_kg,mod_N_fertilization,mod_pathogen_present,mod_amf_dose_g_per_plant,mod_trichoderma_present,mod_nursery_stage,mod_measurement_age_months,mod_treatment_code,mod_trichoderma_dose,mod_sampling_time,mod_mycorrhizal_type,mod_N_status,mod_biomass_component,mod_n_experiments,mod_n_experiments_aboveground_total,mod_n_experiments_belowground_total,mod_N_fixing_species_present,mod_cultivar,mod_mycorrhizal_dependency_pct,mod_amf_dose,mod_npk_level_kg_ha,mod_p_fertilization_kg_P2O5_ha,mod_n_fertilization_kg_N_ha,mod_soil_p_available_mg_kg,mod_yeast_treatment,mod_season,mod_tomato_genotype,mod_fungal_species,mod_treatment_type,mod_duration_days,mod_days_after_planting,mod_plant_age_days,mod_population_origin_comparison,mod_donor_population_origin,mod_experiment_duration_days,mod_venue_comparison,mod_chemical_treatment,mod_chemical_concentrations_tested,mod_n_populations,mod_population_origin,mod_seedlings_per_population,mod_exudate_source,mod_spores_per_dish,mod_replicates_per_treatment,mod_incubation_temp_C,mod_measurement_days,mod_nitrogen_level,mod_nutrient_treatment,mod_heavy_metal_level,mod_water_treatment,mod_soil_P_ppm,mod_other_inoculants_in_treatment,mod_comparison_type
Arbuscular_Mycorrhizal_Colonization_Enha_2014,Plant dry weight,g/plant,table,Table 1,1.049,0.978,7.259713701431488,3.0,3.0,SE,,0.01,0.02,0.01,0.02,,,"Glomus mosseae (Gm) inoculation, soil salinity 8.26 dS/m","Non-mycorrhizal (NM), soil salinity 8.26 dS/m",high,,Arbuscular Mycorrhizal Colonization Enhances Biochemical Status in and Mitigates Adverse Salt Effect on Two Legumes,"Datta P, Kulkarni M",2014,Notulae Scientia Biologicae,,Glycine max,legume,Glomus mosseae,,,greenhouse,"sand-silt-clay mix (35% sand, 57% silt, 8% clay)",True,,,<0.05,*,,,,,,8.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_Mycorrhizal_Colonization_Enha_2014,Plant dry weight,g/plant,table,Table 1,1.02,0.978,4.294478527607366,3.0,3.0,SE,,0.02,0.02,0.02,0.02,,,"Glomus fasciculatum (Gf) inoculation, soil salinity 8.26 dS/m","Non-mycorrhizal (NM), soil salinity 8.26 dS/m",high,,Arbuscular Mycorrhizal Colonization Enhances Biochemical Status in and Mitigates Adverse Salt Effect on Two Legumes,"Datta P, Kulkarni M",2014,Notulae Scientia Biologicae,,Glycine max,legume,Glomus fasciculatum,,,greenhouse,"sand-silt-clay mix (35% sand, 57% silt, 8% clay)",True,,,<0.05,*,,,,,,8.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_Mycorrhizal_Colonization_Enha_2014,Plant dry weight,g/plant,table,Table 1,1.092,0.978,11.656441717791422,3.0,3.0,SE,,0.02,0.02,0.02,0.02,,,"Glomus mosseae + Glomus fasciculatum (Gm+Gf) co-inoculation, soil salinity 8.26 dS/m","Non-mycorrhizal (NM), soil salinity 8.26 dS/m",high,Combined inoculation.,Arbuscular Mycorrhizal Colonization Enhances Biochemical Status in and Mitigates Adverse Salt Effect on Two Legumes,"Datta P, Kulkarni M",2014,Notulae Scientia Biologicae,,Glycine max,legume,Glomus mosseae + Glomus fasciculatum,,,greenhouse,"sand-silt-clay mix (35% sand, 57% silt, 8% clay)",True,,,<0.05,*,,,,,,8.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_Mycorrhizal_Colonization_Enha_2014,Plant dry weight,g/plant,table,Table 1,0.997,0.931,7.0891514500537,3.0,3.0,SE,,0.03,0.05,0.03,0.05,,,"Glomus mosseae (Gm) inoculation, soil salinity 8.26 dS/m","Non-mycorrhizal (NM), soil salinity 8.26 dS/m",high,C. tetragonoloba (guar).,Arbuscular Mycorrhizal Colonization Enhances Biochemical Status in and Mitigates Adverse Salt Effect on Two Legumes,"Datta P, Kulkarni M",2014,Notulae Scientia Biologicae,,Cyamopsis tetragonoloba,legume,Glomus mosseae,,,greenhouse,"sand-silt-clay mix (35% sand, 57% silt, 8% clay)",True,,,<0.05,*,,,,,,8.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_Mycorrhizal_Colonization_Enha_2014,Plant dry weight,g/plant,table,Table 1,0.971,0.931,4.296455424274965,3.0,3.0,SE,,0.03,0.05,0.03,0.05,,,"Glomus fasciculatum (Gf) inoculation, soil salinity 8.26 dS/m","Non-mycorrhizal (NM), soil salinity 8.26 dS/m",high,C. tetragonoloba (guar).,Arbuscular Mycorrhizal Colonization Enhances Biochemical Status in and Mitigates Adverse Salt Effect on Two Legumes,"Datta P, Kulkarni M",2014,Notulae Scientia Biologicae,,Cyamopsis tetragonoloba,legume,Glomus fasciculatum,,,greenhouse,"sand-silt-clay mix (35% sand, 57% silt, 8% clay)",True,,,<0.05,*,,,,,,8.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_Mycorrhizal_Colonization_Enha_2014,Plant dry weight,g/plant,table,Table 1,1.022,0.931,9.77443609022556,3.0,3.0,SE,,0.04,0.05,0.04,0.05,,,"Glomus mosseae + Glomus fasciculatum (Gm+Gf) co-inoculation, soil salinity 8.26 dS/m","Non-mycorrhizal (NM), soil salinity 8.26 dS/m",high,Combined inoculation. C. tetragonoloba (guar).,Arbuscular Mycorrhizal Colonization Enhances Biochemical Status in and Mitigates Adverse Salt Effect on Two Legumes,"Datta P, Kulkarni M",2014,Notulae Scientia Biologicae,,Cyamopsis tetragonoloba,legume,Glomus mosseae + Glomus fasciculatum,,,greenhouse,"sand-silt-clay mix (35% sand, 57% silt, 8% clay)",True,,,<0.05,*,,,,,,8.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_mycorrhizal_fungi__AMF__enhan_2020,Seed cotton yield,kg/hm2,table,Table 2,6759.3,5258.7,28.535569627474477,3.0,3.0,SE,,60.7,30.0,60.7,30.0,,,+AMF (Rhizophagus irregularis CD1 inoculated),-AMF (non-inoculated control),high,Calculated yield = plants per hectare (41667) x mature boll number x single boll weight / 1000. 2-year field experiment. Variance assumed SE based on Table 3 header 'Standard errors' and figure captions 'means ± standard error'. Yield increase 28.54% explicitly stated.,"Arbuscular mycorrhizal fungi (AMF) enhanced the growth, yield, fiber quality and phosphorus regulation in upland cotton (Gossypium hirsutum L.)","Xinpeng Gao, Huihui Guo, Qiang Zhang, Haixia Guo, Li Zhang, Changyu Zhang, Zhongyuan Gou, Yan Liu, Junmei Wei, Aiyun Chen, Zhaohui Chu, Fanchang Zeng",2020,Scientific Reports,10.1038/s41598-020-59180-3,"Cotton (Gossypium hirsutum L., cv. Lumian No. 1)",non-legume forb,Rhizophagus irregularis CD1,,,field,farmland (not specified further),no (field soil),,,<0.05,*,,,,"temperate (Tai'an, Shandong, China)",,,,reduced fertilization,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_mycorrhizal_fungus_improves_t_2016,Leaf fresh weight,g,table,Table 1,30.37,14.5,109.44827586206898,4.0,4.0,,,,,,,,,Butterhead lettuce inoculated with 50 spores of Funneliformis mosseae,Uninoculated butterhead lettuce (no-AMF),high,"Primary yield outcome. CRD with 4 replications (plots) and 6 subreplications (plants per plot). No SE/SD reported in paper; only means and p-values from t-test. Abandoned field, no fertilizer.",Arbuscular mycorrhizal fungus improves the yield and quality of Lactuca sativa in an organic farming system,"Charoonnart P, Seraypheap K, Chadchawan S, Wangsomboondee T",2016,ScienceAsia,10.2306/scienceasia1513-1874.2016.42.315,Lactuca sativa (butterhead lettuce),non-legume forb,Funneliformis mosseae,,no fertilizer added,field,loam,no,,,p < 0.01,**,,,,tropical,,,5.7-6.0,,,,,,,,no P fertilizer added,Thailand,60.0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbuscular_mycorrhizal_fungus_improves_t_2016,Leaf dry weight,g,table,Table 1,1.02,0.95,7.368421052631585,4.0,4.0,,,,,,,,,Butterhead lettuce inoculated with 50 spores of Funneliformis mosseae,Uninoculated butterhead lettuce (no-AMF),high,Not significant at p<0.05. No variance reported.,Arbuscular mycorrhizal fungus improves the yield and quality of Lactuca sativa in an organic farming system,"Charoonnart P, Seraypheap K, Chadchawan S, Wangsomboondee T",2016,ScienceAsia,10.2306/scienceasia1513-1874.2016.42.315,Lactuca sativa (butterhead lettuce),non-legume forb,Funneliformis mosseae,,no fertilizer added,field,loam,no,,,NS,ns,,,,tropical,,,5.7-6.0,,,,,,,,no P fertilizer added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceasar_2014_Phosphate_Concentration_and_Arbuscular_Mycorrhizal,Seed yield (dry weight),g per plant,figure,Figure 7 (estimated from figure),42.0,32.0,31.25,5.0,5.0,SD,,3.0,3.0,,,3.0,3.0,"Inoculation with Funneliformis mosseae (100 g fresh weight inoculum, live AMF)",Autoclaved AMF inoculum + filtered washings (non-AM control),medium,"Values estimated from Figure 7 bar chart. Text confirms ~30% increase in AM seed yield. Mean ± SD, n=5. Plants grown in pots with sand/Agsorb + bonemeal. Control received autoclaved inoculum plus filtered washings to equalize microbial community. Arbuscule frequency 0.75 ± 0.5%, vesicles absent.","Phosphate Concentration and Arbuscular Mycorrhizal Colonisation Influence the Growth, Yield and Expression of Twelve PHT1 Family Phosphate Transporters in Foxtail Millet (Setaria italica)","Ceasar SA, Hodge A, Baker A, Baldwin SA",2014,PLoS ONE,10.1371/journal.pone.0108459,Setaria italica (foxtail millet),,Funneliformis mosseae (syn. Glomus mosseae),,bonemeal (0.25 g/L) as N and P source,pot (glasshouse),sand + Agsorb (calcinated attapulgite clay) 1:1 v/v,True,,,<0.001,***,,C4 grass,,,,,,,,,,,,,30 µM Pi in nutrient solution,,,,Maxima (Acc.No: Bs 3875),"sand:calcinated clay with bonemeal, nutrient solution 30 µM Pi",16 weeks to maturity,23 ± 2.5% root length colonized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root dry weight,t/ha,figure,Figure 1a (estimated from figure),16.4,13.9,17.985611510791355,36.0,36.0,SE,,,,1.0,1.5,,,"+AMF (R. irregularis), pooled across P levels","-AMF (non-inoculated), pooled across P levels",medium,"Text states 18.3% increase in root dry mass (F(1,3)=22.84, P≤0.017). No AMF x P interaction for dry weight. Values estimated from Figure 1a; n=36 per AMF level (12 reps × 3 P levels pooled). Error bars = +1 SE.","The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,Oxisol (uncultivated 14 years),no,,,0.017,*,,,,tropical,,,,,,,,,,,"pooled (0%, 50%, 100%)",,,,,,,,MCOL2737,"Yopal, Casanare, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,~315 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root fresh weight (yield),t/ha,figure,Figure 1b (estimated from figure),37.0,28.0,32.142857142857146,12.0,12.0,SE,,,,3.0,2.0,,,"+AMF (R. irregularis), 0% P fertilization","-AMF (non-inoculated), 0% P fertilization",medium,"Significant AMF x P interaction (F(2,60)=3.16, P≤0.049). +AMF 0P (abc) yielded as high as -AMF 50%P or 100%P. Values estimated from bar chart. Error bars = +1 SE. Overall AMF effect on fresh weight: F(1,3)=16104.27, P≤0.001.","The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,Oxisol (uncultivated 14 years),no,,,0.049,*,,,,tropical,,,,,,,,,,,0% P (no P fertilization),,,,,,,,MCOL2737,"Yopal, Casanare, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root fresh weight (yield),t/ha,figure,Figure 1b (estimated from figure),40.0,37.0,8.108108108108109,12.0,12.0,SE,,,,4.0,3.0,,,"+AMF (R. irregularis), 50% P fertilization","-AMF (non-inoculated), 50% P fertilization",medium,"Part of significant AMF x P interaction. +AMF 50%P bar labeled 'ab', -AMF 50%P bar labeled 'bc'. Values estimated from bar chart. Error bars = +1 SE.","The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,Oxisol (uncultivated 14 years),no,,,0.049,*,,,,tropical,,,,,,,,,,,50% P fertilization,,,,,,,,MCOL2737,"Yopal, Casanare, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root fresh weight (yield),t/ha,figure,Figure 1b (estimated from figure),44.0,33.0,33.33333333333333,12.0,12.0,SE,,,,2.0,2.0,,,"+AMF (R. irregularis), 100% P fertilization","-AMF (non-inoculated), 100% P fertilization",medium,"Highest yield treatment combination. +AMF 100%P labeled 'a', -AMF 100%P labeled 'c'. Values estimated from bar chart. Error bars = +1 SE. Text: 'combination of inoculation with AMF and 100% P resulted in the significantly highest yield'.","The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,Oxisol (uncultivated 14 years),no,,,0.049,*,,,,tropical,,,,,,,,,,,100% P fertilization (standard farmer practice),,,,,,,,MCOL2737,"Yopal, Casanare, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root fresh weight (yield),t/ha,figure,Figure 2 (estimated from figure),37.0,23.0,60.86956521739131,5.0,5.0,SE,,,,3.0,3.0,,,"+AMF (R. irregularis), 0% P fertilization","-AMF (non-inoculated), 0% P fertilization",medium,"Significant AMF x P interaction (F(2,16)=4.12, P<0.036). +AMF 0P labeled 'b', -AMF 0P labeled 'c' (lowest yield). Text: '+AMF 0P achieved yield not significantly different from -AMF 50%P or 100%P'. Values estimated from bar chart. Error bars = +1 SE.","The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,previously cultivated with sugar cane/cassava,no,,,0.036,*,,,,tropical montane,,,,,,,,,,,0% P (no P fertilization),,,,,,,,COL2215,"Santana, Boyacá, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,14 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root fresh weight (yield),t/ha,figure,Figure 2 (estimated from figure),46.0,35.0,31.428571428571427,5.0,5.0,SE,,,,4.0,3.0,,,"+AMF (R. irregularis), 50% P fertilization","-AMF (non-inoculated), 50% P fertilization",medium,"Highest yield combination at Santana. +AMF 50%P labeled 'a', -AMF 50%P labeled 'ab'. Values estimated from bar chart. Error bars = +1 SE. Text: 'highest yields obtained with cassava inoculated with AMF and at 50% P fertilization'.","The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,previously cultivated with sugar cane/cassava,no,,,0.036,*,,,,tropical montane,,,,,,,,,,,50% P fertilization,,,,,,,,COL2215,"Santana, Boyacá, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,14 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceballos_2013_The_In_Vitro_Mass_Produced,Root fresh weight (yield),t/ha,figure,Figure 2 (estimated from figure),37.0,38.0,-2.631578947368421,5.0,5.0,SE,,,,3.0,2.0,,,"+AMF (R. irregularis), 100% P fertilization","-AMF (non-inoculated), 100% P fertilization",medium,No yield benefit of AMF at 100%P in Santana. Both bars labeled 'b'/'ab'. +AMF 100%P and -AMF 100%P not significantly different. Values estimated from bar chart. Error bars = +1 SE. Highest -AMF yield was at 100%P.,"The In Vitro Mass-Produced Model Mycorrhizal Fungus, Rhizophagus irregularis, Significantly Increases Yields of the Globally Important Food Security Crop Cassava","Ceballos I, Ruiz M, Fernández C, Peña R, Rodríguez A, Sanders IR",2013,PLoS ONE,10.1371/journal.pone.0070633,Cassava (Manihot esculenta),,Rhizophagus irregularis,,,field,previously cultivated with sugar cane/cassava,no,,,0.036,ns,,,,tropical montane,,,,,,,,,,,100% P fertilization (standard farmer practice),,,,,,,,COL2215,"Santana, Boyacá, Colombia",in vitro mass-produced (Glomygel Hortalizas),12500 propagules/plant (2x recommended),7600 plants/ha,14 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Shoot dry weight (biomass),g plant-1,table,Table 2,28.9,21.4,35.04672897196262,5.0,5.0,SD,,7.0,11.0,,,7.0,11.0,R. clarus inoculation plus 65 kg/ha KCl,Non-AMF inoculation and non-fertilizer application,high,"Variance type inferred as SD based on magnitude relative to means (not explicitly stated in table). n=5 replicates (randomized block design, 5 plots per treatment). AMF treatment received 65 kg/ha KCl while Control received nothing, so P level not perfectly matched.",Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant (all treatments),Field,Rhodic Ferralsol,No,,E1 (2012/13),<0.05,ab vs c,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 133 (conventional),,,,,,None (no P fertilizer in AMF or Control),12.2,80 DAE,"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Shoot dry weight (biomass),g plant-1,table,Table 2,40.0,32.4,23.456790123456795,5.0,5.0,SD,,8.0,10.0,,,8.0,10.0,R. clarus inoculation plus 200 kg/ha NPK 0:20:20,200 kg/ha NPK 0:20:20 (no AMF inoculation),high,"Variance type inferred as SD. AMF+Fertilizer vs Fertilizer: both receive full fertilizer, matched P level comparison.",Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant (all treatments),Field,Rhodic Ferralsol,No,,E1 (2012/13),<0.05,a vs ab,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 133 (conventional),,,,,,200 kg/ha NPK 0:20:20 (full dose),12.2,80 DAE,"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Shoot dry weight (biomass),g plant-1,table,Table 2,28.6,21.4,33.644859813084125,5.0,5.0,SD,,9.0,11.0,,,9.0,11.0,R. clarus inoculation plus 100 kg/ha NPK 0:20:20 (half dose),Non-AMF inoculation and non-fertilizer application,medium,AMF+1/2Fertilizer vs Control: no matching non-AMF half-fertilizer control exists. Control receives no fertilizer; treatment receives AMF + half fertilizer. P level not matched. Variance inferred as SD.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant (all treatments),Field,Rhodic Ferralsol,No,,E1 (2012/13),<0.05,ab vs c,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 133 (conventional),,,,,,100 kg/ha NPK 0:20:20 (half dose) vs none,12.2,80 DAE,"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Grain yield,kg ha-1,figure,Figure 3A (estimated from figure),3500.0,1800.0,94.44444444444444,5.0,5.0,SE,,,,250.0,200.0,,,R. clarus inoculation plus 65 kg/ha KCl,Non-AMF inoculation and non-fertilizer application,medium,Values estimated from bar chart. Figure caption confirms bars represent SE of means. AMF vs Control both share Tukey group separation (a vs b). SE values approximate from error bars.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant,Field,Rhodic Ferralsol,No,,E1 (2012/13),<0.05,a vs b,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 133 (conventional),,,,,,,12.2,120 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cely_2016_Inoculant_of_Arbuscular_Mycorrhizal_Fungi,Grain yield,kg ha-1,figure,Figure 3A (estimated from figure),3800.0,3200.0,18.75,5.0,5.0,SE,,200.0,250.0,200.0,250.0,,,R. clarus inoculation plus 200 kg/ha NPK 0:20:20,200 kg/ha NPK 0:20:20 (no AMF inoculation),medium,Values estimated from bar chart. Both treatments share Tukey group 'a' - not significantly different from each other. SE values approximate from error bars.,Inoculant of Arbuscular Mycorrhizal Fungi (Rhizophagus clarus) Increase Yield of Soybean and Cotton under Field Conditions,"Cely MVT, de Oliveira AG, de Freitas VF, de Luca MB, Barazetti AR, dos Santos IMO, Gionco B, Garcia GV, Prete CEC, Andrade G",2016,Frontiers in Microbiology,10.3389/fmicb.2016.00720,Soybean (Glycine max L.),Legume,Rhizophagus clarus,,Bradyrhizobium japonicum inoculant,Field,Rhodic Ferralsol,No,,E1 (2012/13),,a vs a,,,,Humid subtropical,,,4.8,,,,,,,,,,,,,,,,BRS 133 (conventional),,,,,,200 kg/ha NPK 0:20:20 (full dose),12.2,120 DAE (harvest),"Londrina, Parana, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
