paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_type,mod_crop_species,mod_region,mod_climate_zone,mod_study_duration,mod_organic_certification_status,mod_experiment_type,mod_irrigation,mod_soil_type,mod_original_source,p_value,significance,mod_study_duration_years,mod_cropping_system,mod_variety,mod_year_of_harvest,mod_locations,mod_design,mod_rice_cultivars,mod_wheat_cultivars,mod_country,mod_year_of_observation,mod_data_source,mod_system_comparison,mod_metric,mod_OA_area_ha,mod_CA_area_ha,mod_total_regions,mod_OA_CA_ratio,mod_control_crop_species,mod_N_input_treatment_kg_ha,mod_N_input_control_kg_ha,mod_same_crop,mod_wheat_cultivar,mod_tillage_treatment,mod_org_product_type,mod_conv_product_type,mod_org_years_grown,mod_conv_years_grown,mod_replicates_per_year,mod_cycle,mod_organic_certification,mod_cultivar,mod_companion_crop,mod_location,mod_experimental_design,mod_plot_size_m2,mod_plant_population_maize,mod_plant_population_bean,mod_years_since_conversion,mod_site,mod_fertilization_intensity,mod_cross,mod_subpopulation,mod_cultivation_site,mod_station,mod_region_country,mod_number_of_localities,mod_fertilizer_type,mod_study_phase,mod_system_type,mod_planting_density,mod_shade_canopy_pct,mod_crop_role,mod_study_period,mod_analysis,mod_comparison_type,mod_n_organic_sites,mod_n_conv_sites,mod_note,mod_altitude_m,mod_precipitation_mm,mod_evapotranspiration_mm,mod_study_duration_years_organic,mod_study_duration_years_conv,mod_organic_period,mod_conv_period,mod_study_duration_days,mod_amendment_rate_t_ha,mod_amendment_source,mod_organic_area_share_pct,mod_yield_modifier,mod_farm_type,mod_soil_quality_SQR,mod_cropland_pct,mod_cereals_pct_cropland,mod_livestock_density_LU_ha,mod_grass_clover_pct_cropland,mod_cultivar_type,mod_plant_density,mod_elevation_m,mod_year,mod_rotation,mod_green_manure_for_organic,mod_hybrid_note,mod_green_manure_N_kg_ha,mod_experiment_name,mod_milling_fraction,mod_row_width_cm,mod_N_fertilizer_kg_ha,mod_harvest_product,mod_tillage_system,mod_tillage_depth,mod_green_manure_treatment,mod_elevation,mod_pH,mod_Corg,mod_harvest_year,mod_soil_pH,mod_organic_N_level_pct,mod_years,mod_cultivar_class,mod_rotation_established,mod_conventional_intensity,mod_conventional_N_rate_kg_ha,mod_organic_preceding_crop,mod_conventional_preceding_crop,mod_vermicompost_type,mod_application_rate_t_ha,mod_cropping_sequence,mod_effect_type,mod_NPK_dose_kg_ha,mod_organic_amendment,mod_season,mod_basal_NPK_applied,mod_region_or_country,mod_original_study,mod_oxygenation_method,mod_organic_input_count,mod_organic_inputs
DionysForster_2013_Yield_and_Economic_Performance_of,Soybean grain yield,kg/ha,table,Table 3,1739.0,1997.0,-12.919379068602904,4.0,4.0,SE,,117.0,161.0,117.0,161.0,,,"BIOORG (organic) farming system, soybean var. JS-335","CONBtC (conventional with Bt cotton) farming system, soybean var. JS-335",high,BIOORG labeled 'b' in Cycle 2.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,legume,soybean (Glycine max),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),rainfed (Kharif season),Vertisol,,0.102,ns,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2 (2009-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Soybean grain yield (4-year average),kg/ha,table,Table 3,1603.0,1738.0,-7.767548906789414,4.0,4.0,SE,,104.0,113.0,104.0,113.0,,,BIODYN (biodynamic organic) farming system,CON (conventional) farming system,high,4-year average. Text states soybean 7% lower in organic averaged over 4 years. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,legume,soybean (Glycine max),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),rainfed (Kharif season),Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Soybean grain yield (4-year average),kg/ha,table,Table 3,1638.0,1738.0,-5.7537399309551205,4.0,4.0,SE,,114.0,113.0,114.0,113.0,,,BIOORG (organic) farming system,CON (conventional) farming system,high,4-year average. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,legume,soybean (Glycine max),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),rainfed (Kharif season),Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Soybean grain yield (4-year average),kg/ha,table,Table 3,1603.0,1735.0,-7.60806916426513,4.0,4.0,SE,,104.0,140.0,104.0,140.0,,,BIODYN (biodynamic organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,4-year average. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,legume,soybean (Glycine max),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),rainfed (Kharif season),Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Soybean grain yield (4-year average),kg/ha,table,Table 3,1638.0,1735.0,-5.590778097982709,4.0,4.0,SE,,114.0,140.0,114.0,140.0,,,BIOORG (organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,4-year average. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,legume,soybean (Glycine max),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),rainfed (Kharif season),Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,2997.0,4262.0,-29.68090098545284,4.0,4.0,SE,,153.0,221.0,153.0,221.0,,,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,"System effect P<0.001; System×Cycle P<0.001. BIODYN 'c', CON 'a'. Wheat grown in Rabi (winter) season. Text states 27% yield gap for wheat in Cycle 1.",Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,significant (Tukey: different letters c vs a),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1 (2007-2008),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,2831.0,4262.0,-33.575786015954954,4.0,4.0,SE,,121.0,221.0,121.0,221.0,,,"BIOORG (organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,"System effect P<0.001; System×Cycle P<0.001. BIOORG 'c', CON 'a'.",Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,significant (Tukey: different letters c vs a),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1 (2007-2008),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,2997.0,3730.0,-19.6514745308311,4.0,4.0,SE,,153.0,272.0,153.0,272.0,,,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,"BIODYN 'c', CONBtC 'b'.",Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,significant (Tukey: different letters c vs b),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1 (2007-2008),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,2831.0,3730.0,-24.10187667560322,4.0,4.0,SE,,121.0,272.0,121.0,272.0,,,"BIOORG (organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,"BIOORG 'c', CONBtC 'b'.",Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,significant (Tukey: different letters c vs b),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1 (2007-2008),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,3338.0,3273.0,1.9859456156431408,4.0,4.0,SE,,207.0,175.0,207.0,175.0,,,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,System×Cycle P<0.001. No significant yield gap in Cycle 2 for wheat. All systems share letter 'a'.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,ns (Tukey: same letter a),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2 (2009-2010),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,3303.0,3273.0,0.916590284142988,4.0,4.0,SE,,191.0,175.0,191.0,175.0,,,"BIOORG (organic) farming system, wheat var. LOK-1","CON (conventional) farming system, wheat var. LOK-1",high,No significant wheat yield gap in Cycle 2.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,ns (Tukey: same letter a),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2 (2009-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,3338.0,3481.0,-4.108014938236139,4.0,4.0,SE,,207.0,182.0,207.0,182.0,,,"BIODYN (biodynamic organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,No significant wheat yield gap in Cycle 2.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,ns (Tukey: same letter a),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2 (2009-2010),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield,kg/ha,table,Table 3,3303.0,3481.0,-5.113473139902327,4.0,4.0,SE,,191.0,182.0,191.0,182.0,,,"BIOORG (organic) farming system, wheat var. LOK-1","CONBtC (conventional with Bt cotton) farming system, wheat var. LOK-1",high,No significant wheat yield gap in Cycle 2.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,<0.001,ns (Tukey: same letter a),4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2 (2009-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield (4-year average),kg/ha,table,Table 3,3167.0,3767.0,-15.927794000530927,4.0,4.0,SE,,132.0,187.0,132.0,187.0,,,BIODYN (biodynamic organic) farming system,CON (conventional) farming system,high,4-year average. Text states wheat 15% lower in organic over 4 years. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield (4-year average),kg/ha,table,Table 3,3067.0,3767.0,-18.582426333952746,4.0,4.0,SE,,125.0,187.0,125.0,187.0,,,BIOORG (organic) farming system,CON (conventional) farming system,high,4-year average. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield (4-year average),kg/ha,table,Table 3,3167.0,3605.0,-12.149791955617198,4.0,4.0,SE,,132.0,161.0,132.0,161.0,,,BIODYN (biodynamic organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,4-year average. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),biodynamic (Demeter principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DionysForster_2013_Yield_and_Economic_Performance_of,Wheat grain yield (4-year average),kg/ha,table,Table 3,3067.0,3605.0,-14.92371705963939,4.0,4.0,SE,,125.0,161.0,125.0,161.0,,,BIOORG (organic) farming system,CONBtC (conventional with Bt cotton) farming system,high,4-year average. Not independent of per-cycle data.,Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems – Results from a Field Trial in India,"Forster D, Andres C, Verma R, Zundel C, Messmer MM, Mäder P",2013,PLOS ONE,10.1371/journal.pone.0081039,cereal,wheat (Triticum aestivum),"Madhya Pradesh, central India",subtropical (semi-arid),,,long-term field trial (farming systems comparison),"irrigated (flood, 4-5 irrigations)",Vertisol,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average (2007-2010),organic (IFOAM principles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,75360.0,74170.0,1.6044222731562627,3.0,3.0,LSD,6605.0,,,,,,,COP: Manure 50 t/ha + Ormin K + Blood flour + Coplex 700 kg/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,"Year 1. No significant differences among treatments in year 1. Completely randomized design, 3 reps of 18 plants each.",Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,a (same letter as conventional),2.0,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,73550.0,74170.0,-0.8359174868545235,3.0,3.0,LSD,6605.0,,,,,,,MAX: Manure 50 t/ha + Ormin K + Blood flour + Maxicrop 25 kg/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 1. No significant differences among treatments in year 1.,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,a (same letter as conventional),2.0,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,77050.0,74170.0,3.8829715518403667,3.0,3.0,LSD,6605.0,,,,,,,KO-HU: Manure 50 t/ha + Ormin K + Blood flour + Ko Humax 30 L/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 1. No significant differences among treatments in year 1.,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,a (same letter as conventional),2.0,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,77940.0,74170.0,5.082917621679925,3.0,3.0,LSD,6605.0,,,,,,,KEL: Manure 50 t/ha + Ormin K + Blood flour + Kelpak 156 L/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 1. No significant differences among treatments in year 1.,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,a (same letter as conventional),2.0,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,71340.0,74170.0,-3.8155588512875824,3.0,3.0,LSD,6605.0,,,,,,,ORM: Manure 50 t/ha + Ormin K 480 kg/ha + Blood flour + Ormin K 1.0 kg/ha weekly (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 1. No significant differences among treatments in year 1.,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,a (same letter as conventional),2.0,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,87970.0,91400.0,-3.7527352297593,3.0,3.0,LSD,6524.0,,,,,,,COP: Manure 50 t/ha + Ormin K + Blood flour + Coplex 700 kg/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 2. Conventional and KO-HU had highest yields. COP labeled 'ab' so not significantly different from conventional.,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,"ab (intermediate, overlaps with conventional 'a')",2.0,,,,,,,,,2001.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,80260.0,91400.0,-12.188183807439824,3.0,3.0,LSD,6524.0,,,,,,,MAX: Manure 50 t/ha + Ormin K + Blood flour + Maxicrop 25 kg/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 2. MAX yield significantly lower than Conventional (different letters: c vs a).,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,<=0.05,c (different from conventional 'a'),2.0,,,,,,,,,2001.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErsinPolat_2010_Yield_and_quality_criteria_in,Total yield,kg/ha,table,Table 3,92000.0,91400.0,0.6564551422319475,3.0,3.0,LSD,6524.0,,,,,,,KO-HU: Manure 50 t/ha + Ormin K + Blood flour + Ko Humax 30 L/ha (organic),Conventional: Manure 50 t/ha + Triple super phosphate + ammonium nitrate + potassium nitrate,high,Year 2. KO-HU yield not significantly different from Conventional (both 'a').,Yield and quality criteria in organically and conventionally grown tomatoes in Turkey,"Ersin Polat, Halil Demir, Fedai Erler",2010,Scientia Agricola,,vegetable,tomato,"Antalya, Turkey",Mediterranean,,organic-principles,field trial,irrigated,sandy-loam,,,a (same letter as conventional),2.0,,,,,,,,,2001.0,,,,,,,,,,,,,,,,,,,,,M74 F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
