paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_legume_species,mod_subsequent_crop,mod_climate_zone,mod_country,mod_site,mod_N_fertilizer_rate_kg_ha,mod_irrigation,mod_soil_type,mod_residue_management,mod_rotation_cycle_years,p_value,significance,mod_subsequent_crop_species,mod_country_region,mod_n_fertilizer_rate_kg_ha,mod_legume_residue_management,mod_rotation_cycle_length_years,mod_preceding_crop_treatment,mod_preceding_crop_control,mod_cultivar,mod_region,mod_tillage,mod_fw_year,mod_rainfall_mm_treatment_year,mod_rainfall_mm_control_year,mod_tillage_system,mod_N_fertilizer_kg_ha,mod_study_years,mod_direct_legume_predecessor,mod_cropping_system,mod_maize_cultivar,mod_soybean_cultivar,mod_planting_pattern,mod_intercropping_pattern,mod_study_type,mod_design,mod_year,mod_previous_crop,mod_n_fertilizer_rate_treatment_kg_ha,mod_n_fertilizer_rate_control_kg_ha,mod_rotation_cycle_length_treatment,mod_rotation_cycle_length_control,mod_study_duration_years,mod_study_period,mod_small_grain_crop,mod_manure_application,mod_alfalfa_years_before_maize,mod_preceding_crop_for_soybean,mod_location,mod_latitude,mod_longitude,mod_mean_annual_precip_mm,mod_mean_annual_temp_C,mod_rotation_crop,mod_variety,mod_elevation,mod_annual_temp_C,mod_annual_precip_mm,mod_trial_type,mod_year_of_rotation_effect,mod_growing_season,mod_precipitation_mm,mod_vetch_survived,mod_precipitation_season_mm,mod_green_leaf_manure,mod_original_source,mod_phase_1_winter_crop,mod_nematode_context,mod_n_soybean_cultivars,mod_n_nonlegume_cultivars,mod_n_mungbean_cultivars,mod_n_blackgram_cultivars,mod_beet_cyst_nematode,mod_cover_crop_before_beet,mod_n_dose_level,mod_preceding_crop_in_treatment,mod_preceding_crop_in_control,mod_rotation_study_duration_years,mod_measurement_year,mod_rotation_cycle,mod_n_fertilizer_control_kg_ha,mod_period,mod_years_of_data,mod_rotation_sequence,mod_control_rotation,mod_N_fertilizer_rate_kgha,mod_film_mulching,mod_indicator_crop,mod_crop_region,mod_CRD_metric,mod_optimal_species_diversity,mod_N_input,mod_time_years,mod_n_experiments,mod_n_observations_total,mod_n_site_years,mod_pct_preceded_by_legumes,mod_time_comparison,mod_functional_group_tested,mod_legume_effect,mod_pct_maize_preceded_by_legume,mod_ley_effect,mod_cultivar_class,mod_n_fertilizer_treatment_kg_ha,mod_management_system,mod_fungicide_control,mod_experiment_type,mod_year_of_rotation,mod_cropping_season,mod_preceding_summer_crop_control,mod_wheat_variety,mod_salt_tolerance,mod_PGPR_strain,mod_inoculation_type,mod_soil_salinity_ECe,mod_soil_taxonomy,mod_experimental_design,mod_experiment_duration_years,mod_elevation_m,mod_fertilizer_details,mod_annual_precipitation_mm,mod_mean_temperature_C,mod_oat_genotype,mod_plot_size_m2,mod_crop_species,mod_study_design,mod_crop_year,mod_subsequent_crop_cultivar,mod_monoculture_duration_years,mod_preceding_crop,mod_n_fertilizer_note,mod_altitude_m,mod_soil_pH,mod_soil_SOC_g_kg,mod_preceding_crop_type,mod_soil_depth_cm,mod_soil_SOM_g_kg,mod_planting_density_plants_ha
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.7,3.7,81.08108108108108,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, CT tillage, 60 kg N/ha","Wheat after wheat (WW), 2009-2010, CT tillage, 60 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,60,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",CT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.4,3.7,72.97297297297297,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, CT tillage, 90 kg N/ha","Wheat after wheat (WW), 2009-2010, CT tillage, 90 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,90,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",CT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.6,4.2,57.14285714285713,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, RT tillage, 0 kg N/ha","Wheat after wheat (WW), 2009-2010, RT tillage, 0 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,0,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",RT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.1,3.6,69.44444444444443,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, RT tillage, 30 kg N/ha","Wheat after wheat (WW), 2009-2010, RT tillage, 30 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,30,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",RT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,5.7,3.4,67.64705882352942,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, RT tillage, 60 kg N/ha","Wheat after wheat (WW), 2009-2010, RT tillage, 60 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,60,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",RT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,5.2,3.4,52.941176470588246,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, RT tillage, 90 kg N/ha","Wheat after wheat (WW), 2009-2010, RT tillage, 90 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,90,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",RT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.5,4.7,38.29787234042553,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, NT tillage, 0 kg N/ha","Wheat after wheat (WW), 2009-2010, NT tillage, 0 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,0,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",NT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.9,5.9,16.94915254237288,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, NT tillage, 30 kg N/ha","Wheat after wheat (WW), 2009-2010, NT tillage, 30 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,30,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",NT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.7,5.3,26.415094339622648,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, NT tillage, 60 kg N/ha","Wheat after wheat (WW), 2009-2010, NT tillage, 60 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,60,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",NT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.3,5.1,23.529411764705888,3.0,3.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, NT tillage, 90 kg N/ha","Wheat after wheat (WW), 2009-2010, NT tillage, 90 kg N/ha",medium,Year and rotation confounded. No numeric variance.,Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,,,,,90,harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)",NT,3rd year,404.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,5.0,4.3,16.279069767441865,36.0,36.0,,,,,,,,,"Wheat after faba bean (FW), 2010-2011, all tillage and N rates pooled","Wheat after wheat (WW), 2009-2010, all tillage and N rates pooled",high,"Cropping year means from Table 3. Year effect significant (p<0.001). Letters: WW=4.3c, FW2011=5.0b, FW2012=6.3a. n=36 = 3 tillage × 4 N rates × 3 reps. Year and rotation confounded.",Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,<0.001,***,,,"pooled (0, 30, 60, 90)",harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)","pooled (CT, RT, NT)",2nd year (1st after faba bean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Grain yield,t/ha,table,Table 3,6.3,4.3,46.51162790697674,36.0,36.0,,,,,,,,,"Wheat after faba bean (FW), 2011-2012, all tillage and N rates pooled","Wheat after wheat (WW), 2009-2010, all tillage and N rates pooled",high,"Cropping year means from Table 3. Letters: WW=4.3c, FW2012=6.3a (significantly different). Abstract reports 30% increase in last year. n=36. Year and rotation confounded.",Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,<0.001,***,,,"pooled (0, 30, 60, 90)",harvested (grain and straw removed),2,,,,"Southern Italy, Policoro (MT)","pooled (CT, RT, NT)",3rd year (2nd after faba bean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Straw yield,t/ha,table,Table 4,6.5,5.7,14.035087719298241,36.0,36.0,,,,,,,,,"Wheat after faba bean (FW), 2011, all tillage and N rates pooled","Wheat after wheat (WW), 2010, all tillage and N rates pooled",high,"Cropping year means from Table 4. Letters: WW=5.7c, FW2011=6.5b, FW2012=8.5a. Straw yield secondary outcome.",Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,<0.001,***,,,pooled,harvested,2,,,,"Southern Italy, Policoro (MT)",pooled,2nd year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Straw yield,t/ha,table,Table 4,8.5,5.7,49.122807017543856,36.0,36.0,,,,,,,,,"Wheat after faba bean (FW), 2012, all tillage and N rates pooled","Wheat after wheat (WW), 2010, all tillage and N rates pooled",high,"Cropping year means from Table 4. Letters: WW=5.7c, FW2012=8.5a. Straw yield secondary outcome.",Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,<0.001,***,,,pooled,harvested,2,,,,"Southern Italy, Policoro (MT)",pooled,3rd year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Rainfall use efficiency (RUE),kg grain/ha/mm,table,Table 4,9.5,12.1,-21.48760330578512,36.0,36.0,,,,,,,,,"Wheat after faba bean (FW), 2011, all tillage and N rates pooled","Wheat after wheat (WW), 2010, all tillage and N rates pooled",medium,"RUE lower in 2011 due to highest rainfall (528mm vs 354mm). Letters: WW=12.1b, FW2011=9.5c, FW2012=15.6a. Confounded with rainfall differences.",Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,<0.001,***,,,pooled,harvested,2,,,,"Southern Italy, Policoro (MT)",pooled,2nd year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali_2019_Wheat_Response_to_No_Tillage,Rainfall use efficiency (RUE),kg grain/ha/mm,table,Table 4,15.6,12.1,28.925619834710748,36.0,36.0,,,,,,,,,"Wheat after faba bean (FW), 2012, all tillage and N rates pooled","Wheat after wheat (WW), 2010, all tillage and N rates pooled",medium,"RUE highest in final FW year. Letters: WW=12.1b, FW2012=15.6a. Confounded with rainfall differences.",Wheat Response to No-Tillage and Nitrogen Fertilization in a Long-Term Faba Bean-Based Rotation,"Salem Alhajj Ali, Luigi Tedone, Leonardo Verdini, Eugenio Cazzato, Giuseppe De Mastro",2019,Agronomy,10.3390/agronomy9020050,faba bean (Vicia faba var. equina),durum wheat (Triticum turgidum var. durum cv Iride),Mediterranean (sub-arid),Italy,,,rainfed,loamy,,,<0.001,***,,,pooled,harvested,2,,,,"Southern Italy, Policoro (MT)",pooled,3rd year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndrzejWoźniak_2018_EFFECT_OF_CROP_ROTATION_AND,grain yield,t/ha,table,Table 1,7.26,5.23,38.81453154875715,3.0,3.0,LSD,0.72,,,,,,,"Crop rotation A (pea-spring wheat-durum wheat), conventional tillage (CT)","Cereal monoculture (spring barley-spring wheat-durum wheat), conventional tillage (CT)",high,"Treatment = wheat directly after pea (legume). Control = wheat after barley in cereal monoculture. Variance is Tukey HSD0.05 for CS x TS interaction (not SE/SD). n=3 replications, data averaged over 3 years (2015-2017). HSD for CS main effect = 0.30.",Effect of crop rotation and tillage system on the weed infestation and yield of spring wheat and on soil properties,"Woźniak, A.; Soroka, M.",2018,Applied Ecology and Environmental Research,10.15666/aeer/1603_30873096,pea,spring wheat,temperate,Poland,,,rainfed,"Rendzic Phaeozem, sandy loam",,3.0,<0.05,*,,,,,,pea,spring barley,Sonett,south-eastern Poland (Lublin),,,,,conventional (CT),140.0,2015-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndrzejWoźniak_2018_EFFECT_OF_CROP_ROTATION_AND,grain yield,t/ha,table,Table 1,6.08,4.17,45.803357314148684,3.0,3.0,LSD,0.72,,,,,,,"Crop rotation A (pea-spring wheat-durum wheat), reduced tillage (RT)","Cereal monoculture (spring barley-spring wheat-durum wheat), reduced tillage (RT)",high,"Treatment = wheat directly after pea. Control = wheat after barley in monoculture. Variance is Tukey HSD0.05 for CS x TS interaction. n=3 reps, 3-year mean.",Effect of crop rotation and tillage system on the weed infestation and yield of spring wheat and on soil properties,"Woźniak, A.; Soroka, M.",2018,Applied Ecology and Environmental Research,10.15666/aeer/1603_30873096,pea,spring wheat,temperate,Poland,,,rainfed,"Rendzic Phaeozem, sandy loam",,3.0,<0.05,*,,,,,,pea,spring barley,Sonett,south-eastern Poland (Lublin),,,,,reduced (RT),140.0,2015-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndrzejWoźniak_2018_EFFECT_OF_CROP_ROTATION_AND,grain yield,t/ha,table,Table 1,6.11,5.56,9.892086330935266,3.0,3.0,LSD,0.72,,,,,,,"Crop rotation A (pea-spring wheat-durum wheat), no-tillage (NT)","Cereal monoculture (spring barley-spring wheat-durum wheat), no-tillage (NT)",high,Treatment = wheat directly after pea. Control = wheat after barley in monoculture. Variance is Tukey HSD0.05 for CS x TS interaction. Smaller effect under NT because monoculture NT yield (5.56) was anomalously high relative to CT/RT pattern.,Effect of crop rotation and tillage system on the weed infestation and yield of spring wheat and on soil properties,"Woźniak, A.; Soroka, M.",2018,Applied Ecology and Environmental Research,10.15666/aeer/1603_30873096,pea,spring wheat,temperate,Poland,,,rainfed,"Rendzic Phaeozem, sandy loam",,3.0,<0.05,*,,,,,,pea,spring barley,Sonett,south-eastern Poland (Lublin),,,,,no-tillage (NT),140.0,2015-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndrzejWoźniak_2018_EFFECT_OF_CROP_ROTATION_AND,grain yield,t/ha,table,Table 1,6.74,5.23,28.871892925430203,3.0,3.0,LSD,0.72,,,,,,,"Crop rotation B (pea-spring barley-spring wheat), conventional tillage (CT)","Cereal monoculture (spring barley-spring wheat-durum wheat), conventional tillage (CT)",high,"In rotation B, wheat follows spring barley (not pea directly). Pea is 2 crops before wheat. This represents an INDIRECT legume rotation effect. Both treatment and control wheat follow barley, but treatment rotation includes pea. Variance is Tukey HSD0.05 for CS x TS interaction.",Effect of crop rotation and tillage system on the weed infestation and yield of spring wheat and on soil properties,"Woźniak, A.; Soroka, M.",2018,Applied Ecology and Environmental Research,10.15666/aeer/1603_30873096,pea,spring wheat,temperate,Poland,,,rainfed,"Rendzic Phaeozem, sandy loam",,3.0,<0.05,*,,,,,,spring barley,spring barley,Sonett,south-eastern Poland (Lublin),,,,,conventional (CT),140.0,2015-2017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndrzejWoźniak_2018_EFFECT_OF_CROP_ROTATION_AND,grain yield,t/ha,table,Table 1,5.26,4.17,26.139088729016784,3.0,3.0,LSD,0.72,,,,,,,"Crop rotation B (pea-spring barley-spring wheat), reduced tillage (RT)","Cereal monoculture (spring barley-spring wheat-durum wheat), reduced tillage (RT)",high,"Indirect legume rotation effect (wheat after barley, pea 2 crops before). Variance is Tukey HSD0.05 for CS x TS interaction.",Effect of crop rotation and tillage system on the weed infestation and yield of spring wheat and on soil properties,"Woźniak, A.; Soroka, M.",2018,Applied Ecology and Environmental Research,10.15666/aeer/1603_30873096,pea,spring wheat,temperate,Poland,,,rainfed,"Rendzic Phaeozem, sandy loam",,3.0,<0.05,*,,,,,,spring barley,spring barley,Sonett,south-eastern Poland (Lublin),,,,,reduced (RT),140.0,2015-2017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndrzejWoźniak_2018_EFFECT_OF_CROP_ROTATION_AND,grain yield,t/ha,table,Table 1,5.65,5.56,1.6187050359712365,3.0,3.0,LSD,0.72,,,,,,,"Crop rotation B (pea-spring barley-spring wheat), no-tillage (NT)","Cereal monoculture (spring barley-spring wheat-durum wheat), no-tillage (NT)",high,"Indirect legume rotation effect (wheat after barley, pea 2 crops before). Difference is non-significant (0.09 t/ha < HSD 0.72). Variance is Tukey HSD0.05 for CS x TS interaction.",Effect of crop rotation and tillage system on the weed infestation and yield of spring wheat and on soil properties,"Woźniak, A.; Soroka, M.",2018,Applied Ecology and Environmental Research,10.15666/aeer/1603_30873096,pea,spring wheat,temperate,Poland,,,rainfed,"Rendzic Phaeozem, sandy loam",,3.0,,ns,,,,,,spring barley,spring barley,Sonett,south-eastern Poland (Lublin),,,,,no-tillage (NT),140.0,2015-2017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
